supplier_code,supplier_name,country,category,on_time_delivery_rate,defect_rate,cancellation_rate,avg_lead_time_days,order_volume_last_year,is_high_risk
SUP-00945,Wood LLC,Pakistan,buttons,0.9698,0.0221,0.0235,9.9,55.0,0
SUP-00688,"Shelton, Peters and Williams",China,packaging,0.8994,0.0202,0.0232,17.6,131.0,0
SUP-00175,Ramirez-Bean,Vietnam,fabric,0.857,0.047,0.0217,14.3,98.0,1
SUP-00221,Garcia-Smith,China,thread,0.8801,0.0038,0.0286,17.0,120.0,0
SUP-00091,"Turner, Riggs and Roman",Sri Lanka,trims,0.865,0.0286,0.0383,14.8,78.0,0
SUP-00881,Watson Ltd,Pakistan,dye_chemicals,0.999,0.0116,0.0,16.0,85.0,0
SUP-00314,Byrd-Le,Bangladesh,packaging,0.9342,0.03345,0.0179,29.1,61.0,1
SUP-00395,"Ramos, Nelson and Fischer",Pakistan,trims,0.9479,0.0055,0.0429,14.3,111.0,1
SUP-00109,Hancock and Sons,India,packaging,0.8282,0.0629,0.0343,16.8,137.0,1
SUP-00711,Figueroa Inc,Vietnam,dye_chemicals,0.9274,0.0361,0.0,8.0,143.0,0
SUP-00480,Barnes PLC,India,fabric,0.8855,0.0329,0.0406,13.8,67.0,0
SUP-00629,"Morrison, Hebert and Rogers",Sri Lanka,packaging,0.9389,0.0,0.0108,11.6,122.0,0
SUP-00298,Schmidt PLC,Sri Lanka,trims,0.7794,0.0787,0.0898,25.3,17.0,1
SUP-00532,Conner and Sons,China,buttons,0.8715,0.0157,0.0164,16.6,181.0,0
SUP-00034,Frazier Inc,Vietnam,zippers,0.8717,0.0687,0.0165,16.7,104.0,1
SUP-00379,Moore Group,Sri Lanka,packaging,0.85,0.0507,0.0143,12.2,100.0,1
SUP-00642,Turner-Sharp,Bangladesh,packaging,0.9387,0.03345,0.0284,22.0,145.0,1
SUP-00041,Ryan PLC,Pakistan,zippers,0.9666,0.0094,0.0219,19.7,81.0,0
SUP-00083,Donovan-Harris,India,trims,0.8056,0.0001,0.0465,20.7,64.0,0
SUP-00956,Morse PLC,Sri Lanka,fabric,0.8934,0.0402,0.0376,19.3,83.0,0
SUP-00365,"Phillips, Wagner and Jordan",Sri Lanka,thread,0.7272,0.0839,0.0425,29.0,68.0,1
SUP-00137,"Lewis, Kennedy and Santana",Sri Lanka,zippers,0.8556,0.0444,0.0572,23.0,104.0,1
SUP-00571,"Khan, Pena and Ruiz",Sri Lanka,zippers,0.879,0.0488,0.03715,19.8,93.0,0
SUP-00476,Gilbert-Bullock,Bangladesh,trims,0.8431,0.0537,0.0,18.8,87.0,0
SUP-00198,"Adams, Christian and Rivas",China,fabric,0.9422,0.051,0.0374,7.5,63.0,0
SUP-00724,Mann Inc,Pakistan,trims,0.8499,0.0407,0.03,8.4,111.0,0
SUP-00549,"Morgan, Bradshaw and Williams",India,buttons,0.7387,0.0627,0.0337,22.0,73.0,1
SUP-00851,Clark Ltd,Indonesia,fabric,0.842,0.0412,0.0411,14.5,137.0,0
SUP-00893,Jones PLC,India,dye_chemicals,0.7265,0.0639,0.0794,20.6,95.0,1
SUP-00984,Jackson PLC,Pakistan,dye_chemicals,0.823,0.0798,0.0714,23.8,43.0,1
SUP-00179,"Williams, Johnson and Wright",Pakistan,dye_chemicals,0.8957,0.0224,0.0306,13.5,107.0,0
SUP-00291,Brennan-Johnson,Sri Lanka,dye_chemicals,0.8162,0.0339,0.0638,19.4,77.0,1
SUP-00357,Hayes and Sons,Pakistan,dye_chemicals,0.8787,0.036,0.0625,22.2,42.0,1
SUP-00240,"Walker, Hernandez and Baker",India,zippers,0.775,0.0378,0.03715,26.5,118.0,1
SUP-00723,Kirby and Sons,Indonesia,dye_chemicals,0.999,0.044,0.036,19.6,84.0,1
SUP-00976,Martinez Inc,India,dye_chemicals,0.8512,0.0355,0.053,21.2,91.0,1
SUP-00139,"Harvey, Davis and Crane",Vietnam,buttons,0.919,0.0406,0.0304,10.2,95.0,0
SUP-00960,Bates-Anderson,Indonesia,zippers,0.8072,0.0506,0.0,21.9,107.0,1
SUP-00487,"Hartman, Romero and Smith",China,packaging,0.6859999999999999,0.0823,0.0616,37.6,84.0,1
SUP-00845,Adams PLC,Indonesia,zippers,0.7608,0.0615,0.0749,24.3,37.0,1
SUP-00145,Hernandez Ltd,Pakistan,zippers,0.7372,0.0455,0.0558,14.2,114.0,1
SUP-00080,"Hensley, Powell and David",Bangladesh,fabric,0.9047,0.0232,0.0356,16.3,54.0,0
SUP-00130,Cortez LLC,Indonesia,buttons,0.8605,0.005,0.0059,22.3,186.0,0
SUP-00730,"Li, Craig and Drake",Pakistan,thread,0.9754,0.0344,0.001,10.2,66.0,0
SUP-00905,Adkins LLC,China,dye_chemicals,0.8865,0.0285,0.0422,19.3,87.0,1
SUP-00267,Valentine-Holland,Bangladesh,buttons,0.8641,0.0032,0.0305,13.1,14.0,0
SUP-00663,"Brown, Mcknight and Michael",Pakistan,fabric,0.907,0.0286,0.0356,15.9,116.0,0
SUP-00104,"Tran, Jordan and Williams",Indonesia,zippers,0.958,0.0159,0.0195,12.4,132.0,0
SUP-00346,Zhang PLC,Indonesia,zippers,0.9757,0.0238,0.0298,9.7,108.0,0
SUP-00592,"Harvey, Randall and Hernandez",Sri Lanka,packaging,0.8148,0.0791,0.0805,17.9,114.0,1
SUP-00561,"Rodriguez, Allen and Martinez",Sri Lanka,fabric,0.9092,0.0,0.0126,15.95,134.0,0
SUP-00233,"Clark, Guerrero and Moore",Vietnam,trims,0.9175,0.0254,0.0076,23.0,113.0,0
SUP-00828,Powers LLC,Pakistan,zippers,0.9990000000000001,0.0345,0.0169,3.0,104.0,0
SUP-00875,Smith-Noble,China,fabric,0.905,0.0325,0.0436,13.9,133.0,0
SUP-00294,Good-Hodges,Bangladesh,zippers,0.8397,0.0696,0.03715,19.9,194.0,1
SUP-00981,Orr Group,Vietnam,buttons,0.9229999999999999,0.0253,0.030449999999999998,17.9,62.0,0
SUP-00067,Williams PLC,Vietnam,trims,0.7024,0.0618,0.0545,27.8,94.0,1
SUP-00085,"Evans, Stewart and Walton",Indonesia,thread,0.9013,0.0293,0.0254,13.4,166.0,1
SUP-00864,Schultz Inc,Vietnam,thread,0.7982,0.0412,0.0913,17.6,88.0,1
SUP-00934,Williams Inc,Vietnam,packaging,0.8532,0.0539,0.028,19.2,111.0,0
SUP-00032,Carlson-Cruz,Vietnam,fabric,0.8467,0.0342,0.0356,8.1,94.0,0
SUP-00700,"Ramsey, Hansen and Mendoza",Bangladesh,zippers,0.9263,0.038,0.0033,10.2,74.0,0
SUP-00859,Sellers-Riddle,Sri Lanka,buttons,0.792,0.041,0.0399,15.0,59.0,1
SUP-00061,"Brown, Valdez and Lucas",Pakistan,dye_chemicals,0.938,0.013,0.036,7.3,145.0,0
SUP-00506,Morrison-Short,China,zippers,0.8220000000000001,0.0324,0.0155,7.7,157.0,0
SUP-00540,Humphrey PLC,China,zippers,0.6915,0.059,0.0548,23.8,20.0,1
SUP-00099,Williams-Cook,Sri Lanka,trims,0.8343,0.0153,0.0142,16.9,156.0,0
SUP-00438,"Williams, Mccoy and Cook",Vietnam,trims,0.8226,0.0492,0.0368,23.7,143.0,1
SUP-00599,Hoffman Ltd,Vietnam,fabric,0.8781,0.0185,0.0262,22.0,49.0,0
SUP-00946,"Mueller, Stevenson and Sanchez",Bangladesh,thread,0.9235,0.018,0.0312929200307689,11.7,99.0,0
SUP-00081,"Sanchez, Wheeler and Harvey",Pakistan,fabric,0.9364,0.0351,0.0,6.1,78.0,0
SUP-00823,Wilson-Lambert,Vietnam,zippers,0.8251,0.0772,0.0274,17.4,205.0,1
SUP-00009,Garcia-James,Sri Lanka,fabric,0.9034,0.0253,0.0356,12.0,130.0,0
SUP-00071,Gray Group,Bangladesh,buttons,0.9451,0.0784,0.031,9.8,89.0,0
SUP-00760,Marquez Inc,Pakistan,fabric,0.8213,0.0579,0.0406,26.2,90.0,1
SUP-00718,Jackson-Cortez,Pakistan,thread,0.8477,0.0431,0.0584,24.8,135.0,1
SUP-00923,Parker Ltd,Indonesia,fabric,0.954,0.0274,0.0004,15.2,55.0,0
SUP-00157,"Mitchell, Nelson and Flores",Bangladesh,zippers,0.8824,0.0485,0.0357,19.2,86.0,0
SUP-00114,Gonzalez Group,China,dye_chemicals,0.921,0.015,0.0284,13.9,126.0,0
SUP-00930,"Proctor, Burton and Crawford",China,packaging,0.9446,0.0205,0.0111,10.6,125.0,0
SUP-00866,Gibson-Freeman,Indonesia,buttons,0.8734,0.0292,0.030449999999999998,11.5,81.0,0
SUP-00303,Santana-Byrd,China,trims,0.7982,0.0402,0.0469,28.3,43.0,1
SUP-00989,Mendez PLC,Pakistan,trims,0.7177,0.0751,0.0677,28.7,122.0,1
SUP-00489,King-Smith,China,fabric,0.7824,0.0682,0.0545,20.2,35.0,1
SUP-00220,Terry-Martinez,Indonesia,trims,0.8690000000000001,0.0483,0.0338,19.1,88.0,1
SUP-00900,Wright Ltd,Vietnam,zippers,0.9328,0.0471,0.0381,12.0,104.0,0
SUP-00979,Aguilar LLC,China,fabric,0.8969,0.0429,0.0492,11.0,99.0,0
SUP-00520,"Richardson, Edwards and Ramirez",Vietnam,trims,0.8769,0.0541,0.0248,13.6,165.0,1
SUP-00917,Miller-Mccall,Bangladesh,packaging,0.894,0.0532,0.0363,19.4,74.0,1
SUP-00111,Patton-Jenkins,Sri Lanka,packaging,0.9798,0.0418,0.0284,17.7,109.0,0
SUP-00491,"Fuller, Ingram and Moss",China,fabric,0.9103,0.0138,0.0027,16.5,100.0,0
SUP-00774,Fisher-Washington,Indonesia,zippers,0.9235,0.0446,0.0509,25.3,109.0,1
SUP-00364,"Kelley, Nguyen and Vang",Pakistan,dye_chemicals,0.8269,0.03605,0.0006,17.0,89.0,0
SUP-00392,Ware and Sons,Pakistan,thread,0.8871,0.0619,0.0316,15.4,87.0,1
SUP-00467,Davis-Lozano,China,buttons,0.8841,0.0269,0.0063,19.4,187.0,0
SUP-00801,Garcia and Sons,Pakistan,dye_chemicals,0.8004,0.0662,0.0546,16.4,99.0,1
SUP-00863,Burton-Brooks,Indonesia,trims,0.9296,0.0293,0.0,13.7,111.0,0
SUP-00932,Moore-Ayala,India,zippers,0.8615,0.05,0.0534,24.3,96.0,1
SUP-00870,Donaldson and Sons,Bangladesh,zippers,0.9821,0.068,0.0377,18.7,151.0,0
SUP-00547,"Ferguson, Shaw and Jackson",Vietnam,dye_chemicals,0.9194,0.0333,0.0479,17.8,50.0,0
SUP-00305,"Evans, Hayden and Vaughn",Indonesia,dye_chemicals,0.8189,0.0854,0.0567,24.3,114.0,1
SUP-00970,"Terry, Williams and Huff",Sri Lanka,zippers,0.9079999999999999,0.0374,0.0323,18.5,85.0,0
SUP-00318,Burgess-Thompson,Sri Lanka,trims,0.8015,0.0929,0.033299999999999996,14.2,118.0,1
SUP-00865,Robertson-Ramirez,Vietnam,trims,0.8408,0.0268,0.0725,17.5,123.0,1
SUP-00902,"Griffith, Mitchell and Pugh",Sri Lanka,trims,0.9465,0.0078,0.0027,16.6,121.0,0
SUP-00106,Nolan and Sons,Vietnam,packaging,0.853,0.0435,0.0,18.6,5.0,0
SUP-00509,Jackson-Wallace,China,thread,0.8173,0.0755,0.0603,18.9,5.0,1
SUP-00581,"Cook, Wells and Bryant",India,fabric,0.9775,0.0141,0.0089,12.3,105.0,0
SUP-00632,"Mcdonald, Lee and Rodriguez",Vietnam,zippers,0.8269,0.0323,0.03715,11.9,160.0,1
SUP-00284,"Sanford, Rivera and Garcia",Bangladesh,dye_chemicals,0.9978,0.0356,0.036,12.4,119.0,0
SUP-00178,Walker-Jones,Sri Lanka,fabric,0.8086,0.04,0.0548,15.95,44.0,0
SUP-00378,Bell-Lane,Vietnam,thread,0.8713,0.0262,0.05,10.7,53.0,0
SUP-00429,Gilbert PLC,Bangladesh,fabric,0.8207,0.0467,0.0545,15.8,122.0,0
SUP-00681,Morales and Sons,Sri Lanka,packaging,0.9756,0.0236,0.023,14.9,145.0,0
SUP-00043,Rodriguez LLC,India,dye_chemicals,0.9281,0.0432,0.0,8.4,47.0,0
SUP-00715,"Pena, Cohen and Scott",Indonesia,buttons,0.8228,0.0421,0.0332,23.4,116.0,0
SUP-00092,"Smith, Montoya and Evans",Indonesia,fabric,0.8125,0.0315,0.0574,12.5,18.0,0
SUP-00051,"Brooks, Lam and Hayes",Indonesia,trims,0.9108,0.0859,0.0513,21.8,136.0,1
SUP-00427,Johnson-Wood,Bangladesh,buttons,0.8496,0.0212,0.0375,19.2,174.0,0
SUP-00297,Howard-Jordan,India,buttons,0.9426,0.0314,0.030449999999999998,16.1,117.0,0
SUP-00076,"Daniels, Adkins and Brown",Vietnam,thread,0.8251,0.0921,0.0581,23.2,85.0,1
SUP-00063,Wright and Sons,Pakistan,fabric,0.9227,0.0402,0.022,10.1,148.0,0
SUP-00819,Smith-Lewis,Bangladesh,buttons,0.8918,0.033,0.023,17.3,160.0,0
SUP-00456,Diaz-Ball,Pakistan,trims,0.892,0.043,0.0257,25.0,87.0,0
SUP-00618,Love-Garcia,Sri Lanka,fabric,0.8537,0.0542,0.0344,13.8,162.0,1
SUP-00591,"Williams, Castillo and Warren",Vietnam,packaging,0.9772,0.0347,0.0419,5.6,122.0,0
SUP-00684,"Flores, Harper and Chambers",Sri Lanka,thread,0.999,0.0015,0.0194,10.0,149.0,0
SUP-00055,Jones Inc,India,buttons,0.8105,0.0342,0.030449999999999998,19.8,88.0,1
SUP-00739,Walsh Ltd,Indonesia,thread,0.851,0.0343,0.0161,9.1,139.0,0
SUP-00136,"Lawson, Morris and Ramos",India,buttons,0.758,0.0205,0.0555,16.9,154.0,1
SUP-00161,Brown-Wall,Indonesia,trims,0.8538,0.0449,0.0198,14.5,205.0,0
SUP-00237,Warner-Gibson,Indonesia,dye_chemicals,0.8399,0.0466,0.0266,16.5,110.0,0
SUP-00290,"James, Stewart and Higgins",Bangladesh,dye_chemicals,0.8787,0.0388,0.0382,12.0,104.0,1
SUP-00070,Hancock Inc,Bangladesh,trims,0.8759,0.033,0.0177,16.6,87.0,0
SUP-00806,Perry-Nixon,China,trims,0.8988,0.0094,0.0014,11.2,120.0,0
SUP-00174,Lewis-Murphy,Pakistan,dye_chemicals,0.8322,0.0189,0.0212,11.1,112.0,0
SUP-00741,"Mueller, Knight and Hodge",Pakistan,zippers,0.6327,0.0921,0.0812,34.8,63.0,0
SUP-00644,"Young, Contreras and Marshall",China,buttons,0.9109999999999999,0.0374,0.0046,14.2,204.0,0
SUP-00397,Gregory-Watkins,Pakistan,packaging,0.8931,0.0541,0.0445,16.25,76.0,1
SUP-00138,"Jackson, Miller and Robertson",Sri Lanka,packaging,0.892,0.0213,0.0284,15.2,175.0,0
SUP-00514,Cisneros and Sons,Sri Lanka,thread,0.8892,0.0166,0.0176,15.2,189.0,0
SUP-00065,Baxter Inc,Bangladesh,zippers,0.8908,0.0345,0.0,10.1,104.0,0
SUP-00732,"Hernandez, Lee and Fox",Bangladesh,fabric,0.8552,0.0402,0.0394,23.1,108.0,0
SUP-00201,"Barnett, Rogers and Snyder",Pakistan,packaging,0.9199,0.0311,0.0296,19.1,29.0,0
SUP-00512,"Whitney, Gould and Jones",Vietnam,trims,0.9585,0.0246,0.0217,15.7,107.0,0
SUP-00478,"Bentley, Lynch and Henderson",Vietnam,trims,0.7944,0.0759,0.0439,18.4,139.0,1
SUP-00351,Fernandez and Sons,Pakistan,trims,0.8724,0.0066,0.033299999999999996,14.0,137.0,0
SUP-00188,Vargas Ltd,Bangladesh,zippers,0.8962,0.0355,0.0166,12.9,78.0,1
SUP-00430,Ford-Spencer,Bangladesh,zippers,0.9542,0.0275,0.03715,8.1,94.0,0
SUP-00223,Sheppard LLC,Sri Lanka,fabric,0.7884,0.0439,0.0733,25.1,39.0,1
SUP-00647,Richardson-Walker,Bangladesh,fabric,0.909,0.0267,0.0102,16.2,98.0,1
SUP-00733,Adams-Sanders,Indonesia,buttons,0.9575,0.043,0.0142,11.6,101.0,0
SUP-00847,"Alexander, Robinson and Coleman",India,thread,0.8641,0.034,0.0388,13.3,104.0,0
SUP-00232,"Choi, Garcia and Farmer",Bangladesh,dye_chemicals,0.8686,0.0228,0.0371,16.4,131.0,0
SUP-00124,"Joyce, Wilson and Lam",Bangladesh,packaging,0.8491,0.0789,0.0284,17.0,82.0,1
SUP-00380,Boone LLC,India,dye_chemicals,0.9452,0.0326,0.0469,15.2,103.0,0
SUP-00999,"Robinson, Huang and Osborne",Indonesia,trims,0.8514,0.0162,0.033299999999999996,16.75,91.0,0
SUP-00616,Sanchez Ltd,India,zippers,0.851,0.0339,0.0499,22.0,118.0,1
SUP-00690,"Flores, Butler and Hernandez",Bangladesh,dye_chemicals,0.8945,0.0205,0.0461,18.9,116.0,0
SUP-00140,Chambers and Sons,Vietnam,buttons,0.9715,0.003,0.0041,14.1,116.0,0
SUP-00075,Novak PLC,China,trims,0.9341,0.0,0.0,14.2,93.0,1
SUP-00274,Hoover-Campbell,China,dye_chemicals,0.9842,0.03605,0.0236,11.9,93.0,0
SUP-00486,Jones-Fox,Pakistan,fabric,0.955,0.0234,0.0,8.2,100.0,0
SUP-00857,"Adams, Hodge and Duke",Sri Lanka,zippers,0.9651,0.0483,0.014,11.1,64.0,0
SUP-00572,"Smith, Rodriguez and Anderson",Pakistan,thread,0.9743,0.0342,0.0,10.1,105.0,0
SUP-00935,Williams LLC,Indonesia,zippers,0.7571,0.0814,0.074,21.8,47.0,1
SUP-00610,Blevins-Ballard,Pakistan,dye_chemicals,0.995,0.03605,0.0135,12.2,97.0,0
SUP-00916,"Herrera, Jensen and Ramirez",Vietnam,fabric,0.8751,0.044,0.0573,17.6,86.0,0
SUP-00171,Meadows PLC,Bangladesh,buttons,0.9241,0.0085,0.0175,22.0,95.0,0
SUP-00906,"Brown, Hurst and Blevins",Pakistan,buttons,0.8306,0.0558,0.0416,13.3,94.0,0
SUP-00744,"Alvarez, Williams and Jones",Bangladesh,zippers,0.9711,0.0,0.0247,9.5,72.0,1
SUP-00670,"Anderson, Dalton and Wilson",Indonesia,thread,0.715,0.0565,0.0714,26.1,110.0,1
SUP-00484,Mendez and Sons,Pakistan,fabric,0.9183,0.0047,0.0221,7.1,71.0,0
SUP-00325,"Diaz, Gibbs and Smith",Bangladesh,fabric,0.8866,0.0587,0.0472,13.8,85.0,1
SUP-00471,Walker-Flores,Pakistan,buttons,0.8356,0.0749,0.0634,24.9,83.0,1
SUP-00748,Goodwin Ltd,Sri Lanka,packaging,0.8509,0.0331,0.0284,11.0,59.0,0
SUP-00563,Dougherty-Lin,Indonesia,buttons,0.8907,0.0342,0.0,18.2,81.0,0
SUP-00526,Hayes Ltd,Vietnam,dye_chemicals,0.895,0.0248,0.0609,5.8,92.0,0
SUP-00967,"Howard, Townsend and Hayes",Pakistan,trims,0.965,0.0231,0.0443,9.1,53.0,0
SUP-00345,"Harper, Smith and Buchanan",Vietnam,packaging,0.9341,0.0199,0.0297,12.8,62.0,0
SUP-00544,Donovan-Perez,Sri Lanka,trims,0.8464,0.0171,0.0148,14.5,132.0,0
SUP-00335,Price LLC,India,buttons,0.9133,0.022,0.034,10.3,88.0,0
SUP-00966,Owens-Russell,Bangladesh,zippers,0.8581,0.0284,0.0404,12.2,93.0,0
SUP-00686,"Boyd, Gutierrez and Hill",Pakistan,buttons,0.637,0.1137,0.0839,26.4,74.0,1
SUP-00269,Hicks-Hill,China,dye_chemicals,0.8355,0.064,0.066,29.7,167.0,1
SUP-00699,"Morrison, Russo and Lopez",Pakistan,dye_chemicals,0.7879999999999999,0.0765,0.0513,18.8,47.0,1
SUP-00743,Lewis Ltd,Pakistan,packaging,0.7989,0.0331,0.0322,10.4,135.0,0
SUP-00973,Green-Ewing,Vietnam,packaging,0.8512,0.0,0.0123,18.5,90.0,0
SUP-00038,"Baker, Mason and White",India,trims,0.7396,0.0484,0.0583,26.7,115.0,1
SUP-00713,"Butler, Hernandez and Rivera",Bangladesh,zippers,0.8771,0.0175,0.0,9.0,104.0,0
SUP-00419,Morrison Ltd,Bangladesh,fabric,0.905,0.0489,0.0437,14.5,51.0,0
SUP-00729,Nichols-Mitchell,Sri Lanka,dye_chemicals,0.9014,0.035,0.0289,16.5,102.0,0
SUP-00954,Barnes Inc,China,buttons,0.8703,0.0172,0.0,5.9,110.0,0
SUP-00968,Baker-Wilson,Pakistan,thread,0.9235,0.0132,0.0244,9.7,105.0,0
SUP-00809,Mueller-Boyd,Indonesia,dye_chemicals,0.8290000000000001,0.0744,0.035,15.0,104.0,0
SUP-00119,May-Ross,Indonesia,thread,0.8390000000000001,0.0373,0.0193,18.9,160.0,0
SUP-00682,"Robinson, Shields and Brown",Bangladesh,fabric,0.838,0.0159,0.0388,18.7,129.0,0
SUP-00087,"Ferrell, Jones and Lewis",Bangladesh,thread,0.7989,0.0621,0.0377,23.8,92.0,1
SUP-00725,Wagner LLC,India,thread,0.9905,0.0307,0.0345,14.8,122.0,0
SUP-00877,Harris-Barker,Vietnam,trims,0.7957,0.035,0.0361,15.0,127.0,1
