delay_days,is_anomaly,is_delayed,month_cos,month_sin,order_quantity,quantity,quantity_per_lead_time,requested_lead_time_days,supplier_avg_lead_time_days,supplier_cancellation_rate,supplier_defect_rate,supplier_on_time_rate,supplier_order_volume_last_year
41.19,1,1,-0.8660254037844387,0.49999999999999994,74.7,74.7,2.2636363636363637,33.0,23.4,0.066,0.0812,0.8258,84.0
4.79,0,1,-0.4999999999999998,0.8660254037844387,942.5,942.5,47.125,20.0,17.5,0.026,0.0322,0.8374,113.0
4.66,0,1,6.123233995736766e-17,1.0,781.0,781.0,60.07692307692308,13.0,13.3,0.0417,0.0467,0.8904,90.0
11.7,0,1,-0.8660254037844386,-0.5000000000000001,833.0,833.0,166.6,5.0,8.4,0.0342,0.0248,0.8701,92.0
0.06,0,0,6.123233995736766e-17,1.0,408.8,408.8,21.51578947368421,19.0,22.7,0.0423,0.0165,0.8868,174.0
13.93,0,1,-0.8660254037844387,0.49999999999999994,870.4,870.4,51.199999999999996,17.0,13.7,0.0162,0.0148,0.9521,147.0
45.65,1,1,6.123233995736766e-17,1.0,1020.7,1020.7,56.705555555555556,18.0,18.3,0.0534,0.0443,0.8402,137.0
5.43,0,1,-0.4999999999999998,0.8660254037844387,732.1,732.1,244.03333333333333,3.0,13.1,0.0227,0.0609,0.8429,128.0
7.07,0,1,-0.4999999999999998,0.8660254037844387,320.1,320.1,22.864285714285717,14.0,9.6,0.014,0.028,0.8631,52.0
0.0,0,0,6.123233995736766e-17,1.0,564.8,564.8,35.3,16.0,16.6,0.0385,0.0157,0.9274,160.0
0.0,0,0,-0.8660254037844387,0.49999999999999994,854.8,854.8,71.23333333333333,12.0,9.2,0.045,0.0,0.9011,109.0
6.13,0,1,-0.8660254037844387,0.49999999999999994,523.1,523.1,40.23846153846154,13.0,12.5,0.0151,0.0622,0.8240000000000001,93.0
0.04,0,0,-0.4999999999999998,0.8660254037844387,361.9,361.9,20.105555555555554,18.0,16.0,0.0548,0.044,0.926,41.0
3.43,0,1,-1.0,1.2246467991473532e-16,661.2,661.2,28.747826086956525,23.0,20.4,0.0372,0.0694,0.7961,44.0
4.03,0,1,-0.4999999999999998,0.8660254037844387,625.0,625.0,41.666666666666664,15.0,15.1,0.0191,0.0191,0.9803,98.0
6.77,0,1,-0.5000000000000004,-0.8660254037844384,1077.8,1077.8,37.165517241379305,29.0,27.9,0.0583,0.0499,0.8376,92.0
2.25,0,1,-0.8660254037844386,-0.5000000000000001,803.5,803.5,27.70689655172414,29.0,24.0,0.0501,0.0446,0.7365,77.0
1.72,0,1,-0.4999999999999998,0.8660254037844387,609.0,609.0,22.555555555555557,27.0,21.5,0.0509,0.0359,0.8619,157.0
7.79,0,1,0.5000000000000001,0.8660254037844386,677.6,677.6,45.17333333333333,15.0,18.9,0.0903,0.0536,0.7893,84.0
4.21,0,1,6.123233995736766e-17,1.0,983.2,983.2,35.114285714285714,28.0,30.2,0.0414,0.0606,0.797,96.0
0.0,0,0,-0.4999999999999998,0.8660254037844387,944.0,944.0,314.6666666666667,3.0,5.1,0.0189,0.0208,0.9292,156.0
4.84,0,1,0.5000000000000001,0.8660254037844386,893.7,893.7,40.622727272727275,22.0,16.7,0.0193,0.0405,0.843,179.0
9.74,0,1,-0.5000000000000004,-0.8660254037844384,566.7,566.7,26.985714285714288,21.0,20.1,0.0592,0.0327,0.8988,133.0
5.88,0,1,0.5000000000000001,0.8660254037844386,712.8499999999999,712.8499999999999,28.513999999999996,25.0,24.6,0.0759,0.066,0.7662,79.0
40.73,1,1,6.123233995736766e-17,1.0,715.3,715.3,42.07647058823529,17.0,18.5,0.043,0.0195,0.8949,127.0
2.7,0,1,-0.8660254037844387,0.49999999999999994,685.0,685.0,85.625,8.0,7.8,0.0406,0.0294,0.9739,162.0
5.88,0,1,6.123233995736766e-17,1.0,1039.0,1039.0,79.92307692307692,13.0,16.4,0.032,0.0472,0.9257,121.0
0.0,0,0,-0.4999999999999998,0.8660254037844387,1086.0,1086.0,43.44,25.0,20.4,0.0129,0.0189,0.888,19.0
13.42,0,1,-0.4999999999999998,0.8660254037844387,746.2,746.2,149.24,5.0,14.5,0.0268,0.0388,0.9043,39.0
0.0,0,0,0.5000000000000001,0.8660254037844386,671.7,671.7,61.06363636363637,11.0,11.5,0.0144,0.0299,0.92,116.0
3.94,0,1,-0.8660254037844386,-0.5000000000000001,629.4,629.4,34.96666666666667,18.0,21.0,0.0881,0.0716,0.7675,88.0
1.98,0,1,0.8660254037844384,-0.5000000000000004,760.0,760.0,58.46153846153846,13.0,17.2,0.0222,0.0078,0.9234,55.0
0.67,0,0,6.123233995736766e-17,1.0,1046.0,1046.0,104.6,10.0,8.9,0.0255,0.018,0.9136,45.0
4.83,0,1,6.123233995736766e-17,1.0,267.0,267.0,15.705882352941176,17.0,15.9,0.05,0.072,0.8904,60.0
8.51,0,1,1.0,-2.4492935982947064e-16,720.9,720.9,30.037499999999998,24.0,20.3,0.0573,0.0525,0.8554,65.0
0.0,0,0,6.123233995736766e-17,1.0,173.0,173.0,11.533333333333333,15.0,13.0,0.0242,0.0362,0.8558,103.0
1.38,0,0,0.5000000000000001,-0.8660254037844386,997.2,997.2,55.400000000000006,18.0,19.5,0.0552,0.044,0.922,149.0
18.48,0,1,-1.8369701987210297e-16,-1.0,927.1,927.1,309.03333333333336,3.0,11.7,0.0246,0.0417,0.9695,38.0
0.0,0,0,-0.8660254037844386,-0.5000000000000001,920.6,920.6,40.02608695652174,23.0,14.2,0.0329,0.0397,0.9374,102.0
11.3,0,1,-1.0,1.2246467991473532e-16,339.0,339.0,9.970588235294118,34.0,28.9,0.0707,0.1061,0.8198,108.0
1.6,0,1,0.5000000000000001,0.8660254037844386,457.5,457.5,35.19230769230769,13.0,15.3,0.0,0.0232,0.9371,129.0
36.33,1,1,6.123233995736766e-17,1.0,56.0,56.0,2.074074074074074,27.0,25.2,0.0459,0.0458,0.9118,63.0
8.27,0,1,0.5000000000000001,0.8660254037844386,845.1,845.1,93.9,9.0,13.1,0.0068,0.0392,0.8987,18.0
6.4,0,1,0.8660254037844384,-0.5000000000000004,586.5,586.5,58.65,10.0,16.2,0.039,0.038,0.83,144.0
0.0,0,0,-0.8660254037844386,-0.5000000000000001,437.8,437.8,39.800000000000004,11.0,12.6,0.0158,0.027,0.9639,145.0
2.36,0,1,6.123233995736766e-17,1.0,868.1,868.1,72.34166666666667,12.0,9.9,0.0,0.0039,0.9141,24.0
0.0,0,0,-0.8660254037844387,0.49999999999999994,1053.8,1053.8,40.53076923076923,26.0,23.6,0.068,0.0432,0.8136,113.0
8.76,0,1,-0.5000000000000004,-0.8660254037844384,696.5,696.5,43.53125,16.0,18.0,0.0482,0.0323,0.8974,91.0
0.0,0,0,-1.0,1.2246467991473532e-16,744.5,744.5,49.63333333333333,15.0,7.7,0.0341,0.0,0.9781,150.0
2.63,0,1,-0.4999999999999998,0.8660254037844387,697.9,697.9,41.05294117647059,17.0,17.0,0.0062,0.0552,0.9084,144.0
3.89,0,1,-0.4999999999999998,0.8660254037844387,972.8,972.8,138.97142857142856,7.0,14.6,0.0372,0.0251,0.9446,101.0
11.99,0,1,-0.5000000000000004,-0.8660254037844384,1118.7,1118.7,79.90714285714286,14.0,15.1,0.0191,0.0191,0.9803,98.0
2.21,0,1,6.123233995736766e-17,1.0,774.2,774.2,35.190909090909095,22.0,21.7,0.04,0.0559,0.8938,131.0
11.23,0,1,0.8660254037844384,-0.5000000000000004,801.7,801.7,53.44666666666667,15.0,15.9,0.05,0.072,0.8904,60.0
10.16,0,1,0.5000000000000001,0.8660254037844386,1107.5,1107.5,85.1923076923077,13.0,14.5,0.0284,0.0712,0.9179999999999999,79.0
3.29,0,1,-0.8660254037844386,-0.5000000000000001,147.9,147.9,6.1625000000000005,24.0,24.0,0.0501,0.0446,0.7365,77.0
4.43,0,1,0.8660254037844384,-0.5000000000000004,504.4,504.4,38.8,13.0,17.3,0.0627,0.0518,0.904,135.0
5.73,0,1,0.5000000000000001,-0.8660254037844386,557.7,557.7,29.35263157894737,19.0,20.3,0.0355,0.0497,0.9503,118.0
3.58,0,1,0.8660254037844384,-0.5000000000000004,599.8,599.8,54.527272727272724,11.0,10.4,0.0,0.0088,0.9516,142.0
7.13,0,1,-0.8660254037844387,0.49999999999999994,1029.4,1029.4,39.5923076923077,26.0,21.8,0.0418,0.0618,0.8706,129.0
1.48,0,0,0.5000000000000001,0.8660254037844386,435.8,435.8,48.422222222222224,9.0,14.8,0.0285,0.0115,0.9089,114.0
5.12,0,1,-0.5000000000000004,-0.8660254037844384,371.0,371.0,12.366666666666667,30.0,29.6,0.0149,0.049,0.8657,97.0
7.08,0,1,6.123233995736766e-17,1.0,608.5,608.5,55.31818181818182,11.0,13.6,0.0393,0.0504,0.8774,134.0
8.64,0,1,0.5000000000000001,0.8660254037844386,1105.0,1105.0,78.92857142857143,14.0,17.8,0.0199,0.034,0.999,91.0
6.9,0,1,-1.8369701987210297e-16,-1.0,840.0,840.0,280.0,3.0,5.1,0.0189,0.0208,0.9292,156.0
3.08,0,1,-0.8660254037844387,0.49999999999999994,1182.3,1182.3,69.54705882352941,17.0,14.9,0.0,0.0234,0.8561,24.0
13.93,0,1,-0.8660254037844387,0.49999999999999994,744.5,744.5,32.369565217391305,23.0,26.2,0.0621,0.0571,0.6963,120.0
16.42,0,1,1.0,-2.4492935982947064e-16,1105.9,1105.9,221.18,5.0,14.5,0.0421,0.0278,0.897,108.0
2.19,0,1,0.8660254037844387,0.49999999999999994,934.8,934.8,84.98181818181818,11.0,9.6,0.0494,0.0217,0.9513,143.0
11.92,0,1,0.5000000000000001,-0.8660254037844386,641.8,641.8,26.741666666666664,24.0,29.0,0.0452,0.0666,0.7415,85.0
4.91,0,1,-0.8660254037844387,0.49999999999999994,772.8,772.8,77.28,10.0,11.6,0.0107,0.0229,0.8234,120.0
4.77,0,1,0.8660254037844387,0.49999999999999994,998.7,998.7,99.87,10.0,13.3,0.0,0.0284,0.9018,177.0
14.72,0,1,-0.8660254037844387,0.49999999999999994,913.5,913.5,29.467741935483872,31.0,25.8,0.0695,0.0625,0.7426,100.0
11.93,0,1,0.5000000000000001,0.8660254037844386,664.7,664.7,41.54375,16.0,14.2,0.0637,0.0831,0.7142,106.0
8.53,0,1,-1.0,1.2246467991473532e-16,676.2,676.2,32.2,21.0,26.6,0.0411,0.0547,0.8490000000000001,153.0
5.44,0,1,-0.8660254037844387,0.49999999999999994,952.8,952.8,68.05714285714285,14.0,10.0,0.0017,0.0238,0.9912,77.0
8.46,0,1,-0.8660254037844387,0.49999999999999994,368.7,368.7,73.74,5.0,14.6,0.0298,0.0209,0.8467,209.0
4.59,0,1,0.5000000000000001,-0.8660254037844386,731.7,731.7,52.26428571428572,14.0,15.9,0.0061,0.0472,0.8751,57.0
11.86,0,1,1.0,-2.4492935982947064e-16,580.6,580.6,96.76666666666667,6.0,11.3,0.0192,0.0431,0.7949,51.0
14.89,0,1,-0.4999999999999998,0.8660254037844387,818.0,818.0,35.56521739130435,23.0,22.7,0.0623,0.0837,0.7645,76.0
5.63,0,1,-0.5000000000000004,-0.8660254037844384,457.0,457.0,26.88235294117647,17.0,17.5,0.0117,0.0224,0.8704,48.0
9.85,0,1,-1.0,1.2246467991473532e-16,430.6,430.6,71.76666666666667,6.0,9.0,0.0259,0.0331,0.8395,87.0
3.29,0,1,0.5000000000000001,0.8660254037844386,418.6,418.6,11.313513513513515,37.0,28.4,0.0401,0.0586,0.7445,95.0
1.54,0,1,-0.5000000000000004,-0.8660254037844384,701.1,701.1,58.425000000000004,12.0,15.8,0.0216,0.0229,0.89,59.0
7.32,0,1,-1.8369701987210297e-16,-1.0,1031.4,1031.4,85.95,12.0,17.7,0.0236,0.0591,0.999,113.0
10.57,0,1,-0.8660254037844386,-0.5000000000000001,1008.3,1008.3,168.04999999999998,6.0,13.6,0.015,0.0307,0.9301,71.0
44.2,1,0,6.123233995736766e-17,1.0,2263.0,2263.0,113.15,20.0,19.2,0.0373,0.0369,0.7997,45.0
10.37,0,1,-0.8660254037844386,-0.5000000000000001,766.0,766.0,45.05882352941177,17.0,18.2,0.0217,0.0438,0.8534,138.0
5.83,0,1,-0.5000000000000004,-0.8660254037844384,259.1,259.1,11.265217391304349,23.0,27.3,0.0145,0.0238,0.7841,89.0
13.2,0,1,-0.5000000000000004,-0.8660254037844384,1102.8,1102.8,110.28,10.0,16.1,0.0021,0.0224,0.8809,141.0
8.99,0,1,-0.8660254037844387,0.49999999999999994,332.0,332.0,13.833333333333334,24.0,21.2,0.0884,0.0688,0.8343,109.0
5.99,0,1,6.123233995736766e-17,1.0,701.3,701.3,63.75454545454545,11.0,19.2,0.0374,0.0348,0.838,90.0
10.66,0,1,-0.8660254037844386,-0.5000000000000001,1013.7,1013.7,53.352631578947374,19.0,15.7,0.0397,0.0099,0.9004,86.0
1.42,0,0,0.5000000000000001,-0.8660254037844386,280.7,280.7,18.71333333333333,15.0,9.6,0.0,0.0,0.9538,104.0
14.44,0,1,-0.8660254037844386,-0.5000000000000001,791.0,791.0,263.6666666666667,3.0,3.9,0.0081,0.0627,0.9182,80.0
1.47,0,0,-1.0,1.2246467991473532e-16,284.6,284.6,12.373913043478263,23.0,25.1,0.0604,0.036,0.9207,118.0
7.92,0,1,-0.8660254037844387,0.49999999999999994,1119.0,1119.0,74.6,15.0,10.3,0.0296,0.0392,0.9503,129.0
4.79,0,1,-0.8660254037844387,0.49999999999999994,722.2,722.2,120.36666666666667,6.0,14.9,0.0288,0.0264,0.937,86.0
2.94,0,1,6.123233995736766e-17,1.0,906.4,906.4,53.317647058823525,17.0,17.3,0.0627,0.0518,0.904,135.0
5.39,0,1,0.5000000000000001,-0.8660254037844386,1008.0,1008.0,40.32,25.0,19.7,0.0462,0.065,0.8658,93.0
6.53,0,1,-0.5000000000000004,-0.8660254037844384,712.8499999999999,712.8499999999999,37.518421052631574,19.0,18.2,0.0116,0.0475,0.7742,163.0
0.8,0,0,0.5000000000000001,-0.8660254037844386,534.5,534.5,44.541666666666664,12.0,12.9,0.0046,0.0177,0.9566,188.0
7.91,0,1,0.5000000000000001,0.8660254037844386,509.5,509.5,39.19230769230769,13.0,20.5,0.0495,0.0737,0.7858,114.0
5.04,0,1,0.5000000000000001,0.8660254037844386,1159.5,1159.5,231.9,5.0,10.9,0.015,0.0209,0.8993,121.0
0.0,0,0,-0.8660254037844386,-0.5000000000000001,813.1,813.1,31.273076923076925,26.0,13.5,0.0175,0.0,0.9339,115.0
0.87,0,0,-0.8660254037844387,0.49999999999999994,597.0,597.0,33.166666666666664,18.0,20.1,0.0314,0.0,0.9069,22.0
8.27,0,1,-1.8369701987210297e-16,-1.0,577.7,577.7,17.506060606060608,33.0,25.2,0.0102,0.0443,0.868,153.0
2.97,0,1,0.8660254037844384,-0.5000000000000004,1036.8,1036.8,69.11999999999999,15.0,14.2,0.0133,0.0379,0.9389,49.0
50.52,1,1,0.5000000000000001,0.8660254037844386,3067.8,3067.8,204.52,15.0,20.1,0.0381,0.014,0.9221,82.0
14.76,0,1,0.5000000000000001,0.8660254037844386,650.0,650.0,36.111111111111114,18.0,21.5,0.0886,0.0849,0.7417,44.0
11.2,0,1,0.8660254037844387,0.49999999999999994,432.3,432.3,30.87857142857143,14.0,16.8,0.059,0.0559,0.7621,69.0
7.97,0,1,-1.0,1.2246467991473532e-16,685.4,685.4,22.846666666666668,30.0,22.5,0.072,0.0372,0.7032,71.0
0.0,0,0,0.8660254037844387,0.49999999999999994,712.8499999999999,712.8499999999999,30.993478260869562,23.0,14.4,0.044,0.0286,0.7902,74.0
0.0,0,0,0.5000000000000001,0.8660254037844386,865.0,865.0,66.53846153846153,13.0,13.5,0.0175,0.0,0.9339,115.0
7.57,0,1,-1.0,1.2246467991473532e-16,1342.1,1342.1,61.00454545454545,22.0,18.5,0.0539,0.0306,0.8294,60.0
0.0,0,0,-0.4999999999999998,0.8660254037844387,526.0,526.0,32.875,16.0,18.1,0.0518,0.0744,0.816,105.0
5.32,0,1,-0.5000000000000004,-0.8660254037844384,365.5,365.5,22.84375,16.0,9.8,0.0373,0.0255,0.8574,150.0
7.91,0,1,-1.0,1.2246467991473532e-16,612.4,612.4,36.023529411764706,17.0,22.7,0.0672,0.0601,0.7615,5.0
5.7,0,1,-1.0,1.2246467991473532e-16,639.6,639.6,71.06666666666666,9.0,10.9,0.0262,0.0435,0.9346,134.0
0.93,0,0,6.123233995736766e-17,1.0,593.4,593.4,53.945454545454545,11.0,9.0,0.0259,0.0331,0.8395,87.0
2.34,0,1,0.5000000000000001,0.8660254037844386,506.1,506.1,17.451724137931034,29.0,20.0,0.0427,0.0371,0.9015,5.0
10.21,0,1,-1.8369701987210297e-16,-1.0,440.6,440.6,146.86666666666667,3.0,5.7,0.0173,0.0128,0.9309,157.0
7.5,0,1,-0.8660254037844387,0.49999999999999994,1048.6,1048.6,43.69166666666666,24.0,19.3,0.0666,0.0635,0.7596,116.0
5.95,0,1,6.123233995736766e-17,1.0,777.1,777.1,86.34444444444445,9.0,13.3,0.0,0.0284,0.9018,177.0
3.17,0,1,-0.8660254037844387,0.49999999999999994,971.1,971.1,74.7,13.0,13.3,0.0288,0.0184,0.9776,146.0
5.15,0,1,6.123233995736766e-17,1.0,1001.8,1001.8,52.72631578947368,19.0,19.2,0.0374,0.0348,0.838,90.0
10.68,0,1,-1.8369701987210297e-16,-1.0,710.5,710.5,37.39473684210526,19.0,18.1,0.0338,0.059,0.8166,54.0
10.66,0,1,-0.5000000000000004,-0.8660254037844384,685.1,685.1,42.81875,16.0,20.1,0.0415,0.0531,0.8718,21.0
3.7,0,1,-0.8660254037844387,0.49999999999999994,128.4,128.4,11.672727272727274,11.0,13.0,0.0,0.0132,0.9853,133.0
6.06,0,1,-0.4999999999999998,0.8660254037844387,488.6,488.6,81.43333333333334,6.0,13.5,0.0402,0.0308,0.894,51.0
45.09,1,1,0.5000000000000001,-0.8660254037844386,77.8,77.8,25.933333333333334,3.0,10.8,0.0,0.0477,0.8886,138.0
11.96,0,1,0.5000000000000001,-0.8660254037844386,559.3,559.3,186.4333333333333,3.0,11.3,0.0337,0.0407,0.8839,111.0
5.54,0,1,1.0,-2.4492935982947064e-16,577.1,577.1,44.392307692307696,13.0,13.4,0.0352,0.0142,0.8215,118.0
2.57,0,1,0.5000000000000001,-0.8660254037844386,709.7,709.7,50.69285714285714,14.0,14.7,0.0211,0.0353,0.8606,115.0
1.1,0,0,-0.4999999999999998,0.8660254037844387,201.2,201.2,8.747826086956522,23.0,19.7,0.0257,0.0356,0.8021,84.0
5.87,0,1,-0.4999999999999998,0.8660254037844387,297.8,297.8,19.853333333333335,15.0,18.2,0.0626,0.042,0.8569,111.0
41.95,1,1,-1.0,1.2246467991473532e-16,4082.0,4082.0,583.1428571428571,7.0,4.9,0.0139,0.0301,0.9059,100.0
42.07,1,1,0.8660254037844384,-0.5000000000000004,122.1,122.1,9.392307692307693,13.0,16.4,0.0007,0.0284,0.9826,161.0
8.15,0,1,-1.8369701987210297e-16,-1.0,740.7,740.7,61.725,12.0,14.0,0.0384,0.0272,0.9273,125.0
8.94,0,1,-1.8369701987210297e-16,-1.0,722.2,722.2,31.400000000000002,23.0,16.9,0.0313,0.0539,0.8432,83.0
42.68,1,1,-1.8369701987210297e-16,-1.0,2313.5,2313.5,70.10606060606061,33.0,27.1,0.0094,0.0091,0.965,109.0
10.57,0,1,1.0,-2.4492935982947064e-16,589.7,589.7,19.02258064516129,31.0,29.0,0.0452,0.0666,0.7415,85.0
0.0,0,0,-1.0,1.2246467991473532e-16,843.0,843.0,56.2,15.0,15.0,0.0111,0.0098,0.8437,96.0
4.08,0,1,-0.8660254037844386,-0.5000000000000001,721.5,721.5,65.5909090909091,11.0,12.5,0.0278,0.0106,0.85,176.0
14.21,0,1,0.5000000000000001,-0.8660254037844386,1142.7,1142.7,51.940909090909095,22.0,20.4,0.0344,0.0436,0.8184,96.0
2.98,0,1,-0.8660254037844387,0.49999999999999994,763.3,763.3,54.521428571428565,14.0,15.5,0.0318,0.0422,0.8183,93.0
3.19,0,1,1.0,-2.4492935982947064e-16,484.7,484.7,15.146875,32.0,23.6,0.0464,0.0546,0.856,65.0
5.66,0,1,0.8660254037844387,0.49999999999999994,584.5,584.5,194.83333333333334,3.0,10.6,0.0064,0.0243,0.958,144.0
5.9,0,1,6.123233995736766e-17,1.0,652.4,652.4,28.36521739130435,23.0,23.1,0.0592,0.0503,0.8884,134.0
0.62,0,0,0.8660254037844387,0.49999999999999994,503.1,503.1,22.86818181818182,22.0,18.7,0.05,0.0315,0.9117,56.0
8.84,0,1,-1.0,1.2246467991473532e-16,710.5,710.5,35.525,20.0,21.8,0.0608,0.0686,0.8536,102.0
3.01,0,1,-1.0,1.2246467991473532e-16,780.7,780.7,156.14000000000001,5.0,11.0,0.018,0.0213,0.8808,85.0
7.27,0,1,0.8660254037844387,0.49999999999999994,515.3,515.3,36.80714285714286,14.0,15.4,0.026,0.051,0.8829,135.0
9.94,0,1,-0.8660254037844386,-0.5000000000000001,775.7,775.7,64.64166666666667,12.0,17.0,0.0359,0.0451,0.9076,76.0
6.9,0,1,-1.0,1.2246467991473532e-16,545.9,545.9,54.589999999999996,10.0,13.3,0.0108,0.0376,0.7306,56.0
41.88,1,1,-0.8660254037844387,0.49999999999999994,158.9,158.9,19.8625,8.0,12.1,0.0,0.0355,0.875,106.0
11.27,0,1,0.5000000000000001,-0.8660254037844386,948.9,948.9,45.18571428571428,21.0,18.5,0.043,0.0195,0.8949,127.0
46.47,1,1,-1.0,1.2246467991473532e-16,134.4,134.4,26.880000000000003,5.0,8.5,0.0106,0.0265,0.9406,94.0
7.78,0,1,-1.0,1.2246467991473532e-16,710.5,710.5,27.326923076923077,26.0,21.3,0.0469,0.0382,0.754,163.0
9.02,0,1,-0.8660254037844387,0.49999999999999994,607.0,607.0,33.72222222222222,18.0,20.7,0.0304,0.0334,0.8847,96.0
0.0,0,0,0.8660254037844387,0.49999999999999994,630.9,630.9,45.06428571428571,14.0,14.5,0.0284,0.007,0.8972,65.0
1.56,0,1,-0.4999999999999998,0.8660254037844387,298.1,298.1,33.12222222222223,9.0,15.7,0.0413,0.0378,0.9057,74.0
9.06,0,1,0.5000000000000001,-0.8660254037844386,929.8,929.8,51.65555555555555,18.0,19.7,0.0368,0.0456,0.9129,84.0
4.78,0,1,0.5000000000000001,0.8660254037844386,726.0,726.0,60.5,12.0,5.2,0.0079,0.0098,0.9388,114.0
3.36,0,1,0.5000000000000001,0.8660254037844386,588.3,588.3,53.48181818181818,11.0,9.9,0.0446,0.0298,0.9071,135.0
6.69,0,1,0.5000000000000001,0.8660254037844386,1068.8,1068.8,62.870588235294115,17.0,19.3,0.0727,0.0536,0.907,57.0
9.97,0,1,0.5000000000000001,-0.8660254037844386,385.8,385.8,14.838461538461539,26.0,27.8,0.0788,0.1041,0.69,55.0
4.48,0,1,-1.0,1.2246467991473532e-16,729.6,729.6,72.96000000000001,10.0,12.2,0.046,0.0188,0.8455,128.0
0.0,0,0,-0.4999999999999998,0.8660254037844387,583.9,583.9,30.73157894736842,19.0,22.7,0.0423,0.0165,0.8868,174.0
4.24,0,1,-1.0,1.2246467991473532e-16,708.5,708.5,20.83823529411765,34.0,27.8,0.042,0.0842,0.7162,87.0
10.08,0,1,-0.8660254037844387,0.49999999999999994,902.9,902.9,56.43125,16.0,16.7,0.0193,0.0405,0.843,179.0
7.26,0,1,6.123233995736766e-17,1.0,1095.5,1095.5,60.861111111111114,18.0,17.8,0.0478,0.0494,0.7971,100.0
14.48,0,1,-1.8369701987210297e-16,-1.0,1012.7,1012.7,63.29375,16.0,20.9,0.0337,0.0273,0.8655,48.0
0.0,0,0,-0.4999999999999998,0.8660254037844387,715.3,715.3,71.53,10.0,9.9,0.0388,0.048,0.9129,80.0
9.31,0,1,1.0,-2.4492935982947064e-16,618.2,618.2,20.60666666666667,30.0,27.0,0.0706,0.0645,0.7759,60.0
35.17,1,1,0.8660254037844387,0.49999999999999994,712.8499999999999,712.8499999999999,20.367142857142856,35.0,32.5,0.0316,0.0793,0.691,108.0
5.0,0,1,0.5000000000000001,-0.8660254037844386,637.0,637.0,37.470588235294116,17.0,12.6,0.0367,0.0341,0.9042,121.0
0.0,0,0,-0.4999999999999998,0.8660254037844387,334.9,334.9,20.93125,16.0,19.6,0.0507,0.0185,0.8694,71.0
13.48,0,1,0.8660254037844387,0.49999999999999994,703.2,703.2,175.8,4.0,12.0,0.0308,0.0482,0.8311,79.0
3.01,0,1,-0.4999999999999998,0.8660254037844387,673.7,673.7,42.10625,16.0,16.2,0.0311,0.0205,0.8957,70.0
5.89,0,1,-0.4999999999999998,0.8660254037844387,66.6,66.6,3.3299999999999996,20.0,20.2,0.0436,0.0716,0.785,139.0
4.19,0,1,6.123233995736766e-17,1.0,815.6,815.6,58.25714285714286,14.0,8.7,0.0237,0.02,0.999,118.0
7.39,0,1,1.0,-2.4492935982947064e-16,756.5,756.5,29.096153846153847,26.0,21.3,0.0325,0.0257,0.8544,126.0
8.09,0,1,-1.0,1.2246467991473532e-16,1037.3,1037.3,345.76666666666665,3.0,14.1,0.0236,0.0128,0.8434,8.0
7.45,0,1,6.123233995736766e-17,1.0,1077.0,1077.0,30.771428571428572,35.0,31.2,0.0645,0.0519,0.7759,62.0
0.0,0,0,0.5000000000000001,0.8660254037844386,452.1,452.1,34.776923076923076,13.0,9.9,0.0119,0.014,0.9841,157.0
7.24,0,1,0.5000000000000001,-0.8660254037844386,795.1,795.1,34.56956521739131,23.0,21.3,0.0469,0.0382,0.754,163.0
13.48,0,1,0.8660254037844384,-0.5000000000000004,844.9,844.9,60.35,14.0,12.5,0.0175,0.0,0.8876,262.0
8.36,0,1,1.0,-2.4492935982947064e-16,660.8,660.8,34.77894736842105,19.0,24.7,0.0678,0.0615,0.7875,85.0
0.89,0,0,-0.5000000000000004,-0.8660254037844384,459.0,459.0,30.6,15.0,15.5,0.037,0.048,0.8663,58.0
9.78,0,1,-1.8369701987210297e-16,-1.0,976.4,976.4,39.056,25.0,15.5,0.0723,0.0216,0.7979999999999999,100.0
0.0,0,0,-1.0,1.2246467991473532e-16,424.4,424.4,38.58181818181818,11.0,16.1,0.006,0.0065,0.8993,125.0
1.95,0,1,-0.8660254037844386,-0.5000000000000001,609.0,609.0,38.0625,16.0,14.7,0.0579,0.0459,0.8474,137.0
9.28,0,1,0.8660254037844387,0.49999999999999994,387.5,387.5,129.16666666666666,3.0,17.3,0.009,0.0208,0.8638,56.0
7.84,0,1,1.0,-2.4492935982947064e-16,886.3,886.3,32.82592592592592,27.0,22.7,0.0423,0.0165,0.8868,174.0
1.85,0,1,-0.8660254037844386,-0.5000000000000001,965.1,965.1,48.255,20.0,18.2,0.0343,0.0317,0.8515,106.0
11.61,0,1,-1.8369701987210297e-16,-1.0,1054.5,1054.5,351.5,3.0,15.3,0.0282,0.0308,0.9636,117.0
9.06,0,1,0.8660254037844387,0.49999999999999994,1019.9,1019.9,145.7,7.0,9.6,0.0241,0.02,0.9484,54.0
3.37,0,1,-0.8660254037844386,-0.5000000000000001,679.9,679.9,48.56428571428571,14.0,15.8,0.0115,0.0614,0.8732,156.0
7.48,0,1,0.5000000000000001,-0.8660254037844386,607.5,607.5,86.78571428571429,7.0,19.2,0.0374,0.0348,0.838,90.0
11.19,0,1,-1.8369701987210297e-16,-1.0,532.4,532.4,24.2,22.0,21.2,0.0295,0.0583,0.8494,121.0
0.0,0,0,0.5000000000000001,0.8660254037844386,115.4,115.4,8.876923076923077,13.0,17.0,0.0277,0.0066,0.854,148.0
3.91,0,1,6.123233995736766e-17,1.0,664.0,664.0,25.53846153846154,26.0,22.7,0.0385,0.0107,0.9505,140.0
