Unnamed: 0,material_code,material_category,unit_cost,lead_time_days,reorder_level,supplier_on_time_rate,as_of_date,quantity_on_hand,forecast_demand_next_30_days,actual_demand_next_30_days,stockout_within_lead_time,notes
26322,MAT-02675,buttons,1.61,39,126.8,0.9233,01-25-2023,236.4,87.7,78.86,0,
19015,MAT-01507,buttons,2.87,18,152.3,0.877,2025-06-14,214.6,201.2,101.84,0,
25996,MAT-00763,dye_chemicals,0.74,3,131.9,0.866,09-01-2023,135.3,83.1,92.73,0,
41012,MAT-01851,buttons,0.98,8,173.6,0.9045,29/06/2024,101.5,119.8,167.33,0,
7277,MAT-00146,trims,4.06,47,181.2,0.8337,10-11-2024,,103.3,127.02,0,
2964,MAT-02091, trims,2.18,35,196.3,0.99,2023-05-01,578.4,126.8,144.9,0,
32231,MAT-01165,thread,1.63,19,238.5,0.9545,2023/03/18,82.9,141.0,143.53,0,
40859,MAT-02881,thread,2.26,24,226.7,0.7568,06-14-2023,72.2,144.6,154.22,1,
12453,MAT-00442,packaging,17.27,18,207.5,0.7518,07/06/2023,107.12588616046997,89.2,87.32054096038057,0,
11322,MAT-02996,buttons,$5.25,20,173.4,0.7157,25-Mar-2025,232.0,101.5,114.78,0,
8887,MAT-00821,buttons,10.27,16,99.2,0.6936,2023-02-10,29.6,102.3,107.92,1,
10868,MAT-01068,thread,$3.57,15,208.5,0.6604,11-05-2023,514.6,161.4,114.38,0,
32813,MAT-02679,fabric,$4.72,1200,212.1,,2023/01/26,153.5,105.7,93.8,0,
32603,MAT-01541,buttons,1.44,18,86.8,74.0%,2025-04-08,133.8,57.2,51.69,0,
41738,MAT-01507,buttons,,18,152.3,0.877,2023-08-24,0.0,263.5,323.68,1,
16899,MAT-01285,fabric,2.31,24,136.3,89.2%,2024/05/07,171.3,92.2,103.84,0,
265,MAT-02131,dye chemicals,5.69,24,221.5,0.9032,2025-06-03,193.6,161.9,99.92,0,
25699,MAT-00170,buttons,5.12,17,172.8,0.5468,09-Jan-2024,251.6,188.2,170.52,0,
22906,MAT-00504,thread,0.87,17,296.3,0.8501,2023-05-06,270.2,235.5,246.43,1,
8875,MAT-02091,trims,2.18,35,196.3,0.99,2023-03-12,158.6,118.7,102.14,0,
39342,MAT-02891,dye_chemicals,5.18,17,142.3,,2024-12-20,292.0,150.5,104.68,0,
29015,MAT-02063,buton,2.54,15,194.3,0.8195,09/03/2025,,141.8,111.92,0,
38510,MAT-01478,fabric,0.76,24,221.0,0.9317,21-Jan-2025,275.8,84.6,81.87,0,
8927,MAT-02366,thred,6.35,22,203.2,0.9541,2023/04/08,66.6,94.6,105.91,0,
37058,MAT-01125,Zippers,9.67,14,150.4,0.8456,05-Jul-2024,589.7,114.6,100.12,0,
9394,MAT-02643,trims,4.79,3,99.0,73.5%,15/11/2023,175.6,33.7,48.9,0,phone confirmed
22428,MAT-01308,buttons,$4.69,33,179.1,80.3%,28/04/2023,395.4,74.7,94.81,0,
44589,MAT-00976,buttons,4.4,30,115.9,0.9445,04-01-2023,293.7,69.3,63.7,0,
10392,MAT-02045,buttons,3.17,22,165.7,0.937,2023/06/22,,80.6,67.9,1,
19190,MAT-00555,dye_chemicals,$0.49,6,194.0,84.3%,22-Oct-2024,0.0,153.4,170.12,1,
34713,MAT-02816,Thread,4.59,26,93.9,0.8871,11-10-2023,53.3,86.1,83.66,1,
10199,MAT-02997,buton,2.4,26,184.2,0.9248,2023-11-22,0.0,121.4,187.33,1,
25034,MAT-01016,Buttons,2.23,10,122.2,0.8196,2023-09-07,161.5,76.7,,0,
13458,MAT-01617,dyechemicals,0.68,24,172.7,0.7493,2023/07/13,126.0,82.5,112.53,0,
23231,MAT-02521,trims,0.48,8,200.0,0.8872,09-02-2024,40.5,200.7,215.28,1,
28530,MAT-01773,buttons,2.32,24,242.6,0.712,29/05/2025,266.2,135.0,72.58,0,
34473,MAT-02896,Zippers,,17,146.8,,11/10/2024,0.0,192.6,206.26,1,
11385,MAT-01118,thred,2.46,26,71.4,83.9%,2024-09-09,122.1,73.7,98.5,0,
34230,MAT-01770,zippers ,7.95,19,217.8,0.8185,22/12/2023,364.1,247.3,213.75,1,urgent
13758,MAT-01056,Fabric,0.93,36,174.9,0.6404,2023-08-14,160.2,160.0,164.84,0,
18451,MAT-01077,fabric,5.0,23,156.6,0.6896,08-14-2023,322.3,131.2,140.76,0,
16803,MAT-01987,buttons,,34,214.0,0.7181,03-Mar-2023,349.8,86.1,105.85,0,
31188,MAT-02088,trims,2.84,25,124.8,0.6079,26/10/2024,22.8,105.5,192.71,1,
3910,MAT-00343,fabric,$4.01,23,187.6,0.77,25-Jan-2023,,61.6,72.65,0,
25833,MAT-02532,dye_chemicals,0.77,24,183.6,0.9336,2024/09/02,193.7,163.2,,0,
39809,MAT-01867,FABRIC,6.03,12,281.4,0.9074,09/12/2023,669.3,243.4,214.81,0,
41829,MAT-02963,packaging,3.37,18,214.5,0.6925,2024-07-08,0.0,110.8,137.83,1,
18823,MAT-01894,thread,37.64,27,136.3,0.6683,15-Jan-2024,310.0,109.2,114.04,0,
1172,MAT-02568,thread,$1.15,8,169.7,92.0%,15-Aug-2024,91.3,164.1,206.53,0,
3393,MAT-02480,zippers,1.72,14,195.4,0.9069,18/04/2023,478.8,114.3,73.65,0,
16796,MAT-02039,Zippers,9.39,22,149.8,0.8394,2024/05/27,307.4,74.1,78.5,0,
16966,MAT-02692,zippers,3.67,12,264.1,0.7749,2024/02/06,233.8,153.9,144.45,0,
381,MAT-02331,dye chemicals,8.41,5,110.6,0.99,06-Feb-2025,302.4,121.2,145.19,0,
34777,MAT-01362,Buttons,,20,185.2,0.9842,2023-09-17,688.4,122.0,133.06,0,
44498,MAT-01999,BUTTONS,4.09,16,186.6,0.6514,31-Jul-2023,290.5,106.5,97.37,0,
19663,MAT-01520,packaging,$2.29,3,75.5,0.8281,2023/02/12,80.8,24.9,39.65,0,
35402,MAT-02818,dye_chemicals,1.2,7,96.3,0.8942,15-May-2024,214.9,37.4,45.09,0,
15468,MAT-02497,zippers ,3.11,12,85.8,0.712,01-18-2025,182.6,56.2,83.45,0,
8811,MAT-02381,thred,19.2,14,187.2,0.7697,18-Jul-2023,306.6,78.4,119.97,0,
2049,MAT-00328,thread,0.67,25,113.7,0.8555,26-Jun-2024,260.6,100.1,80.59,0,
29391,MAT-02888,Fabric,1.31,29,24.5,0.9028,05/02/2024,22.5,57.4,54.23,0,
9886,MAT-02389,trims,1.23,12,133.7,0.7805,2023/08/13,121.7,154.9,159.51,0,
10414,MAT-01099,dye_chemicals,12.09,20,150.5,,2023-05-23,0.0,124.0,112.59,1,
12673,MAT-00508,fabric,$4.30,31,139.0,,01/10/2023,193.9,71.9,81.84,0,
11627,MAT-02766,thread,2.98,23,157.4,0.7711,2023-08-05,0.0,86.3,146.95,1,
16162,MAT-01220, buttons,4.29,17,228.8,91.9%,12-Jun-2025,402.8,98.1,120.49,0,
42956,MAT-02962,packaging,$1.06,6,251.0,0.9356,05-Aug-2023,549.6,205.1,171.86,1,
19728,MAT-02811,packaging,2.58,8,136.9,0.9536,29/05/2025,384.0,93.1,86.24,0,
9591,MAT-01700,thread,15.68,20,108.8,0.9755,05-06-2025,35.1,48.3,53.57,1,
29778,MAT-01239,buttons,$0.83,13,215.2,0.7523,2023/03/10,65.4,164.2,182.86,1,
44247,MAT-00374,zippers,$1.20,36,229.0,78.3%,31/03/2023,296.4,154.4,98.24,0,
603,MAT-02165,trims,2.21,19,145.1,,05-06-2024,164.1,107.3,90.44,0,
3477,MAT-01450,PACKAGING,1.01,21,125.5,0.7703,26-Apr-2025,293.2,86.5,83.16,0,
18539,MAT-01034,buttons,4.35,3,141.3,0.955,2024/10/24,146.3,191.8,284.2,0,
40583,MAT-02881,THREAD,2.26,24,226.7,0.7568,2023/04/20,374.0,176.2,173.03,0,
17259,MAT-01304,fabric,,14,218.2,54.6%,2023-07-15,129.0,109.8,,0,
12612,MAT-01614,Packaging,9.27,20,179.4,0.8689,2023/04/10,457.5,83.8,93.9,0,
18404,MAT-00145,buttons,0.54,15,189.9,0.6181,08-03-2024,245.6,100.1,178.74,0,
9924,MAT-02184,buttons,4.5,17,129.9,0.8959,10/05/2024,173.6,67.6,42.39,0,
41433,MAT-00066,fabric,7.33,26,98.1,0.8979,24-Sep-2024,238.2,107.4,102.09,0,
35221,MAT-02820,thread,6.33,9,237.9,0.6185,2024-09-02,390.6,242.7,188.07,0,
1329,MAT-01226,buton,3.29,10,123.3,0.8128,09/10/2024,208.2,55.6,35.01,0,
14663,MAT-02016,trims,,10,184.3,0.9791,2024/02/07,261.5,112.8,211.83,0,
23381,MAT-01728,thread,2.68,11,138.3,0.8251,2024/08/06,0.0,113.1,124.18,1,
6080,MAT-00459,trims,5.45,16,139.8,0.7393,2023/03/13,320.5,40.1,21.85,0,
23871,MAT-01712,trims,2.55,5,144.6,0.99,28/06/2024,13.238666887591311,102.0,95.46449664816586,1,
38520,MAT-02678,packageing,5.41,19,257.1,0.9149,27-Feb-2023,579.0,147.4,138.05,0,
25193,MAT-02191,Buttons,0.92,3,175.6,0.7117,2023/09/04,59.4,205.1,213.05,0,
4612,MAT-01122,Thread,3.56,9,210.6,99.0%,22-Mar-2025,140.0,131.5,154.09,0,
40269,MAT-02707,fabric,3.02,9,82.4,0.8089,2024/09/16,0.0,84.9,107.43,1,
26728,MAT-02734,dye chemicals,0.62,8,144.0,0.9259,05-Apr-2023,233.6,143.5,125.17,0,
41325,MAT-02415,trims,$2.01,31,145.0,0.798,17-Jul-2023,299.3,65.4,69.46,0,
13155,MAT-00132,dye_chemicals,1.68,14,124.3,0.8874,02-13-2025,78.2,70.6,70.26,0,re-check qty
44556,MAT-02845,zippers,0.82,23,213.9,0.8824,2025/01/31,309.8,133.2,129.92,1,
11344,MAT-01451,Buttons,$4.76,20,96.7,0.8195,17-Aug-2024,121.9,132.0,212.81,0,
44582,MAT-00889,dye_chemicals,0.64,17,179.8,0.7787,10/02/2023,74.4,136.9,166.1,1,
42669,MAT-01110,dye chemicals,2.09,27,144.6,0.99,12-14-2023,86.8,125.6,173.0,0,
40463,MAT-00690,Thread,2.14,17,151.2,0.9097,05-10-2024,94.5,85.0,87.75,0,
35411,MAT-00086,buttons,2.32,28,221.8,0.9699,02-Dec-2023,179.4,114.1,,1,
36599,MAT-01194,buttons,1.34,13,75.0,0.7295,2023-04-11,213.2,44.8,40.74,0,
5091,MAT-02602,zippers,0.64,26,203.4,0.8898,02/02/2023,146.5,124.2,98.68,0,
4460,MAT-02375,trims,$5.82,18,136.6,0.7705,2023-09-05,40.5,171.1,199.16,1,
32958,MAT-00104,fabric,5.54,14,145.0,0.99,03/10/2023,301.6,169.9,105.37,0,
11656,MAT-02328,trims,$4.86,18,135.1,0.7918,2023/07/12,202.0,63.7,54.72,0,
23462,MAT-01504,zippers,2.13,7,182.8,0.99,17-Apr-2025,364.5,107.2,83.47,0,
13327,MAT-00610,thread,1.55,15,226.5,0.99,2023-05-12,193.8,184.4,141.45,0,
13058,MAT-00809,buttons,1.41,10,113.4,0.99,09/03/2024,196.9,63.1,65.5,0,
29072,MAT-02416,buttons,2.39,19,161.3,0.8031,11-May-2024,231.3,116.5,123.79,1,
40139,MAT-00531, fabric,11.14,8,125.8,0.8768,2025/03/06,,67.8,94.58,1,
2476,MAT-02934,packaging,0.96,23,157.4,0.8804,2024-04-10,-293.9,52.5,58.88,0,
42250,MAT-01507,buttons,2.87,18,152.3,0.877,02-01-2025,238.0,159.0,227.44,0,
17804,MAT-01590,dye_chemicals,2.11,22,230.4,0.9045,30-May-2023,0.0,93.3,99.12,1,
40547,MAT-02063,buttons,2.54,15,194.3,0.8195,2023-01-31,192.3,119.6,161.73,0,
278,MAT-02188,dye_chemicals,4.13,10,135.4,0.8682,07-15-2024,208.3,56.1,52.72,0,
11411,MAT-01064, fabric,0.85,3,164.7,0.7786,05-Dec-2024,277.6,184.8,183.87,0,
24566,MAT-02913,trim,16.89,15,198.8,82.6%,20/08/2023,363.0,302.0,237.3,0,TBC
22070,MAT-02526,dyechemicals,0.94,7,149.0,0.99,28/12/2023,108.4,75.9,80.96,0,
44320,MAT-02949,DYE-CHEMICALS,1.33,13,169.7,0.8335,02-06-2025,198.5,87.9,85.25,0,
12303,MAT-00565,trims,1.95,10,241.1,0.99,2023-03-08,547.0,191.7,215.04,0,
11294,MAT-02415,trims,2.01,31,145.0,0.798,2024/10/06,152.8,124.7,98.62,0,
6151,MAT-00516,febric,1.07,6,217.1,0.7933,18-Nov-2023,238.8,215.5,193.18,0,
8190,MAT-00688,trims,2.46,11,264.6,0.603,2024-04-16,720.6207776606966,180.8,160.25263313653068,0,
35196,MAT-02171,packaging,$7.14,4,218.6,0.8638,2024-12-13,244.4,157.1,214.12,0,
25281,MAT-01589,THREAD,2.52,20,182.9,0.7692,2023-11-30,479.5,160.4,212.31,0,
41650,MAT-02057,trim,2.67,14,161.6,0.7794,03-22-2024,334.5,126.0,135.76,0,
41224,MAT-01622,dye_chemicals,$1.12,20,70.2,0.7223,07-26-2023,53.0,51.9,45.42,0,
44283,MAT-00621,packaging,,22,86.8,0.872,2024/11/03,95.3,186.4,107.47,1,
29084,MAT-02828,Zippers,2.09,11,241.6,99.0%,05-Mar-2024,618.9,69.4,85.75,0,
8738,MAT-02201,buttons,1.03,7,213.9,0.7095,07/06/2023,488.8,163.2,175.31,0,
19139,MAT-00746,zippers,2.63,16,81.0,0.8517,2023/07/05,149.7,68.8,86.86,0,
23330,MAT-00006,zippers,6.96,8,257.6,0.8185,24-Apr-2024,184.4,105.5,130.9,0,
41667,MAT-01075,buttons,3.55,26,141.1,0.7798,02-04-2025,140.4,105.9,83.2,0,
26222,MAT-00703,Dye Chemicals,3.36,40,89.0,0.99,12/01/2023,108.5,76.5,88.6,1,
37684,MAT-01215,dye_chemicals,1.89,20,221.6,0.6032,03-Jul-2023,103.2,135.0,207.41,0,
25423,MAT-00375,dye_chemicals,4.11,10,139.5,0.9718,29-Oct-2023,0.0,49.9,80.67,1,
44762,MAT-02777,buttons,4.53,22,94.8,0.7006,04-28-2025,334.1,30.5,36.39,0,
4869,MAT-02165,trims,2.21,19,145.1,0.7812,2024/05/11,208.0,95.7,95.64,0,
23008,MAT-00105,dye_chemicals,7.38,20,143.6,0.8564,2024-10-27,66.4,138.4,185.26,1,
30362,MAT-01306,dye_chemicals,2.48,18,132.7,0.9112,2025-04-01,208.5,83.5,52.0,0,
17357,MAT-02687,packaging,2.12,16,172.0,0.99,04-22-2025,83.9,108.4,130.89,0,
33290,MAT-01415,trims,3.93,27,133.7,0.9855,09/03/2024,312.66173204054206,72.2,73.43007612288673,0,
27074,MAT-01888,dye_chemicals,2.82,16,204.0,89.5%,2024/08/17,553.4,232.5,242.23,0,
4277,MAT-01305, thread,9.39,33,157.9,0.6728,2023/09/19,305.3,183.6,133.1,1,
14961,MAT-02269,buttons,1.12,16,289.9,0.8759,14-Feb-2024,318.0,172.1,147.72,0,
2236,MAT-02411, fabric,0.58,16,172.6,0.7534,16/01/2025,36.1,47.1,60.55,0,
23357,MAT-00709,packaging,$5.81,21,137.0,0.9193,30-Mar-2023,161.1,161.9,147.85,0,
25127,MAT-02977,BUTTONS,2.77,19,165.0,0.8157,2023/08/22,237.1,210.1,273.27,0,
8787,MAT-00646,dye_chemicals,2.17,23,93.9,0.9397,2023/05/13,0.0,63.3,60.41,1,
15077,MAT-01299,dye_chemicals,3.56,19,205.4,0.8649,2025-04-18,225.1,186.0,135.63,0,
219,MAT-01049,zippers,5.05,30,132.3,0.8926,2025-01-29,87.1,58.7,74.58,0,
22077,MAT-01695,fabric,$1.40,20,166.6,0.7644,06-23-2023,363.1,81.9,65.03,0,
43481,MAT-00812,trims,2.15,29,66.5,0.7012,02-Jan-2024,126.0,67.1,66.63,0,
26615,MAT-01854,buttons,$2.79,23,192.6,0.9027,2023/02/08,0.0,176.9,125.03,1,
13191,MAT-01142,fabric,3.25,12,105.9,0.7217,06-03-2025,114.3,166.2,166.49,0,
32863,MAT-02209,buttons,3.49,3,174.9,0.8328,2024/03/09,132.2,119.2,183.7,0,
34074,MAT-00193,Packaging,5.53,15,135.5,0.8542,16/10/2024,82.6,90.5,91.02,0,
13489,MAT-02968,packaging,3.2,6,233.2,0.99,22/09/2023,287.8,172.5,242.98,0,
13706,MAT-02422, packaging,$1.49,6,103.7,0.6131,07-Dec-2023,161.4,139.8,83.06,0,
4537,MAT-02755,zippers,4.02,18,222.3,86.7%,2025-04-20,398.7,125.5,160.43,0,
33990,MAT-00031,fabric,,37,169.0,0.99,30-Aug-2024,79.5,101.8,100.93,1,
22626,MAT-00388,BUTTONS,0.82,13,88.1,0.7695,01/11/2024,252.7,63.6,69.17,0,
37407,MAT-00179,zippers,$1.09,24,130.9,0.9331,07-02-2023,126.4,61.3,94.62,0,
35598,MAT-02037,packaging,$1.88,3,167.9,0.6989,05-04-2025,,82.0,86.95,0,
7555,MAT-01663,thread,0.56,19,187.6,,2023/05/11,467.6,80.2,72.97,0,
42336,MAT-02304,zippers,5.2,18,199.7,0.9545,13/05/2025,210.4,52.8,43.02,0,
32475,MAT-00596,trims,7.94,19,127.2,99.0%,2023-12-02,98.1,99.6,49.83,0,
41150,MAT-02462,packaging,2.55,19,102.0,0.8306,2024-12-28,12.3,111.4,73.53,1,
37615,MAT-02646,zippers,$3.28,13,226.0,0.9615,2024/07/14,606.8,106.6,,0,
11379,MAT-00784, fabric,3.82,14,166.9,0.8909,2024/02/23,110.7,107.3,101.47,0,
27471,MAT-01262,buttons,1.86,12,118.3,0.7652,01-11-2025,392.4,57.9,80.92,0,
41087,MAT-01344,febric,3.39,22,164.0,0.8576,08-23-2023,307.2,125.2,136.97,0,
43253,MAT-02119,trim,0.9,3,178.6,0.6596,11-17-2024,190.2,68.2,79.5,0,
3291,MAT-01201,fabric,5.64,19,183.5,0.9378,2024-08-30,0.0,70.3,80.96,1,
31674,MAT-01584,zippers,1.33,24,148.9,89.4%,23/01/2025,112.2,86.3,97.94,0,
36645,MAT-01028,DYE-CHEMICALS,8.0,25,124.1,0.9153,2023-06-20,222.0,91.3,78.74,0,
15716,MAT-02494,buttons,2.54,19,192.2,0.8788,16-Jan-2025,153.9,157.8,116.31,0,
8482,MAT-02333,DYE-CHEMICALS,2.09,17,213.2,0.7266,17/01/2024,409.1,79.6,135.83,0,
27734,MAT-02492,trims,4.15,22,100.4,0.8118,11-Oct-2023,239.8,130.8,106.51,0,
27672,MAT-01819,packaging,1.66,8,207.8,0.6646,03/03/2023,157.6,129.4,119.44,0,
37419,MAT-02203,zippers,0.89,29,87.1,0.8772,2023-06-13,329.2,73.7,51.03,0,
7781,MAT-00860,thread,8.72,14,75.2,0.8658,2024/11/20,177.4,155.9,105.92,0,
34811,MAT-02231,packaging,2.86,16,187.4,0.9301,2023/05/11,0.0,136.3,80.86,1,
34324,MAT-00102,fabric,$0.91,11,98.6,0.7458,05/01/2024,73.8,32.7,42.37,0,
41382,MAT-02518,fabric,2.57,15,132.4,0.9399,02-17-2025,57.4,44.1,59.09,0,
3715,MAT-00943,fabric,6.72,15,173.6,0.5788,2023-06-29,262.5,68.8,103.71,0,
26295,MAT-00406,zippers,2.93,31,196.4,0.7402,2025-01-10,455.1,77.7,114.99,0,
36514,MAT-00440,trims,6.51,12,179.2,0.7266,08/08/2023,150.5,70.1,88.98,0,
32767,MAT-01688,DYE-CHEMICALS,1.52,5,125.2,,2024-07-24,111.8,59.3,52.95,0,
18961,MAT-01708, packaging,,6,92.8,0.99,2023-06-19,92.9,18.9,23.0,0,
42976,MAT-02859,dye_chemicals,$3.06,14,146.7,0.89,07-27-2024,221.3183427368688,116.2,90.11243965299415,0,
43712,MAT-00971,packaging,1.51,21,55.1,0.7046,29-Apr-2025,160.9,67.5,73.94,0,
33030,MAT-01789,trims,2.49,8,151.8,0.8572,2023/02/18,128.8,110.4,85.03,0,
19925,MAT-00028,dye chemicals,2.62,20,232.1,0.803,2024/03/25,276.2,97.4,162.49,0,
4347,MAT-01187,fabric,5.73,22,98.5,0.9797,2023-01-12,0.0,66.3,103.62,1,
30837,MAT-02414,buttons,5.78,10,226.2,0.6946,04-12-2024,545.0,112.7,148.44,0,
32637,MAT-00664,thread,2.24,22,65.4,81.1%,27-Apr-2023,47.6,25.6,17.45,0,
3691,MAT-02986,packaging,5.97,25,113.1,0.8522,10/11/2024,26.9,109.1,102.18,0,
24673,MAT-01690,dye_chemicals,0.76,22,278.1,0.9685,05-22-2025,447.0,167.4,206.69,0,
32913,MAT-02612,buttons,4.27,15,40.4,0.7463,2023/08/28,139.4,61.2,67.03,0,phone confirmed
35189,MAT-00994,trim,0.58,29,170.9,0.4919,2024/01/09,418.9,93.0,97.25,0,
44269,MAT-01095,fabric,0.8,15,138.6,0.8624,2023/06/05,205.9,77.3,92.31,0,
12418,MAT-01475,dye_chemicals,2.76,12,142.8,0.7958,01-01-2025,54.0,63.3,82.37,0,
15102,MAT-00502,zippers,1.5,20,133.6,0.8686,2024-07-03,102.9,85.5,82.93,0,
29664,MAT-00325,packaging,2.93,25,105.1,0.84,11-Apr-2025,104.3,67.8,75.36,0,
28639,MAT-01663,Thread,0.56,19,187.6,0.99,11-Jun-2023,268.8,91.0,80.08,0,
13171,MAT-00453,dye_chemicals,0.67,10,225.9,0.8353,2024/08/22,0.0,308.8,311.94,1,
24046,MAT-00213,packaging,2.26,18,144.3,0.5627,2024/09/04,455.5,197.7,218.38,0,
11868,MAT-00435,packageing,$5.24,17,167.3,0.8739,22-May-2024,312.1,89.4,53.42,0,
14357,MAT-02988,buttons,2.3,25,175.1,0.6834,11-Mar-2023,167.2,107.3,70.92,0,
27240,MAT-00890,packaging,1.86,11,180.7,0.699,2024/09/29,240.3,325.3,299.38,0,
15345,MAT-00889,dye_chemicals,0.64,17,179.8,0.7787,14-Jun-2024,316.1,126.9,142.92,0,
37790,MAT-02474,trims,0.4,24,153.8,0.99,04/10/2023,237.3,140.3,,0,
14405,MAT-01091,zippers,3.89,19,190.5,0.8056,2024/02/08,344.9,133.0,161.51,0,
26440,MAT-01792,dye_chemicals,$2.16,12,51.4,84.2%,06/03/2023,70.5,59.2,71.63,0,n/a
8824,MAT-00841,dye_chemicals,6.01,3,160.4,0.9374,15-Feb-2023,509.5,33.3,39.84,0,
31484,MAT-00291,zippers,3.1,10,158.8,0.6652,18/10/2024,413.4,149.7,220.43,0,
19479,MAT-01012,Trims,2.41,8,107.9,0.99,2024-02-11,0.0,67.3,80.39,1,
28716,MAT-00380,fabric ,1.0,20,207.4,0.8612,10-24-2024,332.5,207.0,128.12,0,urgent
29833,MAT-02887,buttons,3.29,13,108.8,,2024/06/24,255.2,89.3,74.02,0,
29939,MAT-02002,dye_chemicals,3.34,15,134.5,0.9378,2024-11-02,225.6,68.6,84.31,0,
816,MAT-01893,zippers,$0.31,17,173.6,0.8702,2023/06/11,400.7,104.9,156.91,0,re-check qty
32673,MAT-01691,buttons,4.33,19,157.6,,2025/04/07,152.1,51.1,60.24,0,
27311,MAT-01234,thread,3.04,23,14.6,0.8132,27/06/2023,27.2,36.1,34.16,0,
34947,MAT-02516,packaging,$2.12,22,162.2,0.7668,04-01-2024,47.5,114.8,167.7,0,
4925,MAT-02283,thread,1.46,26,211.4,0.8633,03/04/2023,512.1,154.5,176.45,0,
25972,MAT-01572,zippers,3.01,23,215.0,,2023/05/11,,128.3,112.43,1,
1249,MAT-00327,trims,$5.26,14,99.6,0.5955,04-Dec-2023,0.0,42.8,81.69,1,
11204,MAT-01496,fabric,$2.36,27,80.4,0.9204,2024-05-21,214.8,56.0,73.03,0,
39438,MAT-00525,trims,2.05,32,159.0,93.4%,22/02/2024,425.4,87.8,91.9,0,
4592,MAT-01260, buttons,3.29,22,177.3,0.8196,2024/09/21,359.7,164.3,151.83,0,
29062,MAT-01722,fabric,4.37,30,155.3,0.7563,05-03-2023,164.9,87.6,123.3,0,
2526,MAT-01703,dye_chemicals,0.53,28,152.8,0.8032,2024/08/04,0.0,108.9,134.23,1,
26465,MAT-00569,trims,1.05,8,227.9,0.7952,15/02/2023,0.0,134.2,135.69,1,
30595,MAT-00046,buttons,2.69,18,102.4,0.8979,2023/02/14,106.1,83.0,60.06,0,
32377,MAT-02754,dye_chemicals,7.99,11,224.9,0.7767,06-15-2024,370.0,109.1,161.59,0,
42142,MAT-02962,packaging,1.06,6,251.0,0.9356,02-24-2024,143.7,127.1,156.37,0,
37373,MAT-00350,fabric,3.38,21,157.6,0.9299,11/03/2025,351.8,50.8,58.25,0,
3782,MAT-01423,thread,3.13,25,134.1,0.7508,15/10/2023,83.3,132.4,185.85,1,
34911,MAT-02247,dye_chemicals,$5.87,6,201.2,0.8977,2023-03-22,105.9,110.5,126.79,0,
39983,MAT-01237,zippers,$3.85,25,130.0,,10-Dec-2024,178.7,212.8,126.0,1,
16930,MAT-01899,trims,2.61,18,133.9,0.81,2023/04/20,99.4,134.8,131.88,0,
12009,MAT-02194,dye_chemicals,$0.60,12,140.2,0.9021,24/10/2023,129.2,94.7,73.34,0,n/a
5366,MAT-01910,dye_chemicals,1.9,13,123.7,,2024-02-25,68.0,48.2,49.54,0,
37198,MAT-01375,zipers,6.4,19,190.0,0.99,08-26-2023,114.1,179.3,230.78,1,
12192,MAT-00213,packaging,2.26,18,144.3,0.5627,2023/03/05,195.8,138.5,100.78,0,
41802,MAT-00055,buttons,0.47,7,184.5,,09-11-2024,224.4,177.1,130.7,0,
11696,MAT-00179,zipers,1.09,24,130.9,93.3%,23/04/2023,265.0,76.9,65.84,0,
36783,MAT-02354,fabric,0.94,22,169.9,0.8976,06-Dec-2024,223.2,170.6,139.62,0,
43397,MAT-01909,dye_chemicals,1.01,17,177.2,0.9565,13/03/2024,92.6,64.1,88.26,0,
40632,MAT-00938,trims,,23,152.6,0.9356,14-Apr-2024,46.7,151.1,124.25,1,
11009,MAT-02433,thread,3.39,11,206.0,0.949,2025/03/27,231.7,106.2,116.6,0,
44837,MAT-01378,packaging,0.82,30,266.9,0.7468,11-Sep-2023,349.1,299.5,257.06,0,
18647,MAT-02400,buttons,2.26,18,157.6,0.8739,11-Nov-2023,32.1,124.5,132.17,1,
22851,MAT-02471,trims,2.9,22,184.0,0.5679,10-Jul-2023,415.8,66.2,40.28,0,
24736,MAT-00584,Fabric,3.88,25,117.5,0.99,09/04/2025,228.0,92.4,124.54,0,
33947,MAT-00876,thread,5.76,24,197.2,0.99,11-Apr-2024,328.1,163.4,138.57,0,re-check qty
42634,MAT-00144,packaging,1.47,19,109.2,0.99,2023-12-27,79.6,43.3,51.21,0,
28961,MAT-01126,thread,15.8,24,158.3,,30-Jul-2024,,55.0,76.38,0,
23660,MAT-02552,packaging,$2.19,12,253.2,0.7177,15/05/2025,417.0,80.0,112.19,0,
35783,MAT-02979,dyechemicals,$1.92,12,194.3,0.8449,2023-08-30,8.3,252.1,189.94,1,
23841,MAT-00873,thread,4.85,18,166.7,0.7005,09-26-2024,256.7,128.9,143.97,0,
10935,MAT-02954,trims,$7.03,13,185.9,0.7679,2023/08/08,89.4,126.8,166.14,0,
14441,MAT-02802,trims,3.2,20,205.1,0.7753,01-13-2023,142.8,91.8,66.0,0,
37220,MAT-02990,dye_chemicals,1.33,3,96.8,0.9292,2023/02/07,99.2,113.3,75.38,0,
42820,MAT-01774,packaging,4.9,25,214.1,0.99,23/05/2024,187.8,101.2,129.19,0,
29040,MAT-02959,packaging,5.73,17,103.0,0.8178,11/08/2023,229.2,86.4,106.37,0,
33933,MAT-00076,dye_chemicals,$2.09,8,131.8,0.7718,2024-06-27,201.5,48.4,48.85,0,
44797,MAT-01359,fabric,1.89,29,85.0,0.74,2025-04-04,113.9,51.1,51.39,0,
