Unnamed: 0,supplier_code,supplier_name,country,category,on_time_delivery_rate,defect_rate,cancellation_rate,avg_lead_time_days,order_volume_last_year,is_high_risk,notes
545,SUP-00546,"Huber, Hill and Weber",SRI LANKA,trims,0.7761,0.0618,0.0552,16.7,141.0,1,
387,SUP-00388,Davis PLC,Indonesia, packaging,0.8186,0.0317,0.0315,18.8,105.0,1,
14,SUP-00015,Williams and Sons,Indonesia,packaging,0.7543,0.0454,0.07,  23.1  ,27.0,1,
454,SUP-00455,"Lamb, Martin and Kim",Indonesia,FABRIC,0.9582,0.0028,0.0,13.3,46.0,0,
801,SUP-00802,"Burgess, Grant and Watts", India ,PACKAGING,0.8505,0.0084,0.005,13.6,104.0,0,
245,SUP-00246,Navarro-Munoz,China,buttons,0.882,0.0355,0.0313,13.7,45.0,0,
292,SUP-00293,Bright-Francis,India,dyechemicals,0.8261,0.0432,0.0527,16.8,121.0,1,
44,SUP-00045,"Arroyo, Miller and Tucker",CHINA,Thread,0.9519,0.0122,0.0188,  14.0  ,-145.0,0,
265,SUP-00266,Gay Inc,vietnam,buttons,0.7933,0.0373,0.0378,15.9,123.0,1,
932,SUP-00933,"Craig, Wilson and Yang",Viet Nam,trims,0.8066,0.0427,0.0251,21.0,82.0,1,
957,SUP-00958,"Miller, Davis and Anderson",Sri Lanka,thread,0.8989,,0.0274,14.7,150.0,0,
995,SUP-00996,Castillo-Harrington,India,Packaging,0.7737,0.0112,0.0546,17.3,,1,
88,SUP-00089,Suarez LLC,vietnam,zipers,0.939,0.032,0.0,13.6,150.0,0,
81,SUP-00082,Sandoval-Cunningham,Pakistan,fabric,0.774,0.0567,0.0469,22.2,88.0,1,
78,SUP-00079,Jones Inc,India,PACKAGING,88.7%,0.0181,0.0338,8.3,78.0,0,
478,SUP-00479,Young-Martinez,Pakistan,TRIMS,0.9268,0.0574,0.0295,4.5,-123.0,0,
610,SUP-00611,Williams-Moses,Indonesia,packaging,0.9781,0.0037,0.0213,13.6,87.0,0,
155,SUP-00156,Hill Inc,sri lanka,trims,0.8943,0.0376,0.006,19.5,95.0,0,
529,SUP-00530,"Mckinney, Graves and Thompson",Bangladesh,dye_chemicals,0.8466,,0.0065,,115.0,0,
343,SUP-00344,Davis-Lewis,Bangladesh,DYE-CHEMICALS,0.8328,0.0529,,23.8,129.0,0,
739,SUP-00740,Miller Group,Indonesia,fabric,93.5%,0.0335,0.0334,21.7,29.0,0,
968,SUP-00969,Aguirre LLC,Pakistan,Trims,0.9131,0.0342,0.0063,,,0,
592,SUP-00593,"Allen, Armstrong and Graves",Indonesia,fabric,0.9462,0.0574,,  20.9  ,137.0,0,
430,SUP-00431,"Huang, Cole and Pacheco",Indonesia,TRIMS,0.9551,0.0,0.0224,10.3,170.0,0,
649,SUP-00650,Todd-Pham,CN,trims,0.8661,0.0473,0.0592,23.7,123.0,0,
595,SUP-00596,Shaw-Carr,china,trims,0.9814,0.0294,0.0362,24.0,83.0,0,
148,SUP-00149,Bryant Group,INDIA,packaging,97.9%,0.0411,0.0199,13.4,226.0,0,
663,SUP-00664,Andersen Group,Indonesai,dye_chemicals,89.8%,0.0165,0.0151,8.1,81.0,0,
453,SUP-00454,White Ltd,China,buttons,0.9254,0.0183,0.0379,13.4,78.0,0,
284,SUP-00285,Garcia-Lozano,Indonesia,dye_chemicals,0.8583,0.0514,0.0142,20.6,190.0,1,
127,SUP-00128,Diaz Inc,India,packaging,0.9943,0.02,0.0069,14.8,159.0,0,
574,SUP-00575,"Lee, Tran and Jones",Bangladesh,fabric,0.8283,0.03,,17.8,184.0,1,
482,SUP-00483,"Andrews, Higgins and Carter",Indonesia,packaging,0.9512,,0.022,  13.1  ,121.0,0,
390,SUP-00391,Frank-Bradley,India,trims,0.9391,0.0243,0.0239,16.4,81.0,0,
787,SUP-00788,Benton Group,LK,buttons,0.8722,0.0185,0.0388,14.3,67.0,0,
893,SUP-00894,Bishop and Sons,Pakistan,buttons,,0.0393,0.0661,25.0,,1,
393,SUP-00394,"Miller, Ramos and Coleman",Pakistan,buttons,94.5%,,0.012,  19.7  ,154.0,0,
521,SUP-00522,Holmes-Mcintyre,Sri Lanka, packaging,0.8231,0.0556,0.057,19.7,139.0,1,
229,SUP-00230,Kerr-Evans,India,zippers,0.8761,0.0289,0.0105,8.1,95.0,0,
191,SUP-00192,"Wood, Hunter and Peterson",Indonesia,THREAD,96.0%,0.0,0.0058,,119.0,0,
799,SUP-00800,Sheppard-Jordan,PAKISTAN,zippers,0.7655,,0.0401,,123.0,1,
760,SUP-00761,Moore-Dawson,CHINA,zippers,0.7981,0.0639,0.0455,10.5,5.0,1,
684,SUP-00685,Young-Walter,Srilanka,trims,0.9458,0.0482,0.047,6.8,99.0,0,
515,SUP-00516,Osborne LLC,India,thred,0.9195,0.0369,0.0557,19.0,96.0,1,
372,SUP-00373,Reynolds Ltd,PK,dyechemicals,0.7888,0.045,0.0333,21.4,92.0,1,
348,SUP-00349,Schroeder-Kramer,India,packaging,0.8218,0.0951,,20.9,80.0,1,
648,SUP-00649,"Zhang, Brooks and Miles",Bangladesh,zippers,0.8269,0.0218,0.0243,15.1,126.0,0,
398,SUP-00399,"Brown, Harris and Dougherty",India,zippers,0.9065,0.0476,0.0527,16.2,94.0,0,
891,SUP-00892,May Ltd,India,packaging,0.9477,0.0214,,,135.0,0,
977,SUP-00978,Parks-Pace,PAKISTAN, packaging,0.962,0.0354,0.0324,15.8,135.0,0,urgent
616,SUP-00617,"Perez, Hall and Garcia",Pakistan,buton,0.999,0.0206,0.0,14.3,110.0,0,
769,SUP-00770,Hardy PLC,Vietnam,Trims,0.9019,0.0,0.0115,8.3,124.0,0,
288,SUP-00289,"Miller, Murphy and Craig",Indonesia,Fabric,0.9458,0.0187,0.0328,7.8,76.0,0,
400,SUP-00401,Wilson-Jimenez,Indonesia,zippers,0.8427,0.057,0.0625,18.8,,1,customer requested rush
976,SUP-00977,Anderson Group,Srilanka,zippers ,0.7412,0.10528325425132128,0.10399877771417936,22.4,63.0,1,
128,SUP-00129,"Mccall, Hanson and Alvarado",Pakistan,trims,0.9117,,0.034,22.5,5.0,0,
159,SUP-00160,Russell-Daniels,Indonesia,fabric,0.7165,0.0626,0.0529,20.5,5.0,1,
686,SUP-00687,"Fry, Hobbs and Buck",Bangladesh,trims,84.0%,0.0399,0.0599,23.2,157.0,1,
578,SUP-00579,"Mcmillan, Fischer and Gonzalez",pakistan,packaging,0.8789,0.0158,0.0005,14.5,142.0,0,
542,SUP-00543,Torres and Sons,China,buton,92.0%,0.027,,  13.5  ,177.0,0,
944,SUP-00945,Wood LLC,Pakistan,buttons,0.9698,0.0221,0.0235,9.9,55.0,0,
687,SUP-00688,"Shelton, Peters and Williams",china,packaging,0.8994,0.0202,0.0232,17.6,131.0,0,
174,SUP-00175,Ramirez-Bean,Vietnam,fabric,85.7%,0.047,0.0217,14.3,98.0,1,
220,SUP-00221,Garcia-Smith,China,thread,0.8801,0.0038,0.0286,,120.0,0,
90,SUP-00091,"Turner, Riggs and Roman",Sri Lanka,trims,86.5%,0.0286,0.0383,14.8,78.0,0,
880,SUP-00881,Watson Ltd,Pakistan,dye_chemicals,0.999,0.0116,0.0,16.0,85.0,0,
313,SUP-00314,Byrd-Le,Bangladesh,packaging,0.9342,,0.0179,  29.1  ,61.0,1,
394,SUP-00395,"Ramos, Nelson and Fischer",Pakistan, trims,0.9479,0.0055,0.0429,14.3,,1,
108,SUP-00109,Hancock and Sons,India,packaging,0.8282,0.0629,0.0343,16.8,137.0,1,
710,SUP-00711,Figueroa Inc,Vietnam,dye_chemicals,0.9274,0.0361,0.0,8.0,143.0,0,
479,SUP-00480,Barnes PLC,India,fabric,0.8855,0.0329,0.0406,13.8,67.0,0,
628,SUP-00629,"Morrison, Hebert and Rogers",Sri Lanka,packaging,0.9389,0.0,0.0108,11.6,122.0,0,
297,SUP-00298,Schmidt PLC,Sri Lanka,Trims,0.7794,0.0787,0.0898,25.3,17.0,1,
801,SUP-00802,"Burgess, Grant and Watts", India ,PACKAGING,0.8505,0.0084,0.005,13.6,104.0,0,
531,SUP-00532,Conner and Sons,China,buttons,0.8715,0.0157,0.0164,,181.0,0,
33,SUP-00034,Frazier Inc,VN,zippers,0.8717,0.0687,0.0165,,,1,
378,SUP-00379,Moore Group,Sri Lanka,packaging,0.85,0.0507,0.0143,12.2,100.0,1,
641,SUP-00642,Turner-Sharp,Bangladesh,packaging,0.9387,,,22.0,145.0,1,
40,SUP-00041,Ryan PLC,Pakistan,zippers,0.9666,0.0094,0.0219,19.7,81.0,0,
82,SUP-00083,Donovan-Harris,India,trims,0.8056,0.0001,0.0465,20.7,64.0,0,TBC
955,SUP-00956,Morse PLC,Sri Lanka,fabric,0.8934,,0.0376,19.3,83.0,0,
364,SUP-00365,"Phillips, Wagner and Jordan",sri lanka,thread,0.7272,0.0839,0.0425,29.0,68.0,1,
136,SUP-00137,"Lewis, Kennedy and Santana",sri lanka,zippers,0.8556,0.0444,0.0572,23.0,,1,
570,SUP-00571,"Khan, Pena and Ruiz",Sri Lanka,Zippers,87.9%,0.0488,,19.8,93.0,0,TBC
475,SUP-00476,Gilbert-Bullock,Bangladesh,Trims,0.8431,0.0537,0.0,18.8,87.0,0,
197,SUP-00198,"Adams, Christian and Rivas",CHINA,fabric,0.9422,0.051,0.0374,7.5,63.0,0,
723,SUP-00724,Mann Inc,Pakistan,trims,0.8499,0.0407,0.03,8.4,,0,
548,SUP-00549,"Morgan, Bradshaw and Williams",India,buttons,0.7387,0.0627,0.0337,22.0,73.0,1,
850,SUP-00851,Clark Ltd,Indonesia,FABRIC,0.842,0.0412,0.0411,14.5,137.0,0,
892,SUP-00893,Jones PLC,India,dye_chemicals,0.7265,0.0639,0.0794,20.6,95.0,1,
983,SUP-00984,Jackson PLC,Pakistan,dye_chemicals,82.3%,0.0798,0.0714,23.8,43.0,1,
178,SUP-00179,"Williams, Johnson and Wright",Pakisthan,dye_chemicals,0.8957,0.0224,0.0306,13.5,107.0,0,
290,SUP-00291,Brennan-Johnson,Sri Lanka,dye_chemicals,0.8162,0.0339,0.0638,19.4,77.0,1,
356,SUP-00357,Hayes and Sons,Pakistan,DYE-CHEMICALS,,0.036,0.0625,22.2,42.0,1,
239,SUP-00240,"Walker, Hernandez and Baker",India,zippers,0.775,,,26.5,118.0,1,
722,SUP-00723,Kirby and Sons,Indonesia,dye chemicals,0.999,0.044,,19.6,84.0,1,
975,SUP-00976,Martinez Inc,India,dye_chemicals,0.8512,0.0355,0.053,21.2,91.0,1,
138,SUP-00139,"Harvey, Davis and Crane",Vietnam,buttons,91.9%,0.0406,0.0304,10.2,95.0,0,
959,SUP-00960,Bates-Anderson,Indonesia,zippers,0.8072,0.0506,-0.0467,21.9,107.0,1,
486,SUP-00487,"Hartman, Romero and Smith",China,packaging,68.6%,0.0823,0.0616,37.6,84.0,1,
844,SUP-00845,Adams PLC,Indonesia,zippers,0.7608,0.0615,0.0749,24.3,37.0,1,
144,SUP-00145,Hernandez Ltd,PAKISTAN,zippers,0.7372,0.0455,0.0558,14.2,114.0,1,
79,SUP-00080,"Hensley, Powell and David",Bangladesh,fabric,0.9047,0.0232,0.0356,16.3,54.0,0,
129,SUP-00130,Cortez LLC,Indonesai,buttons,0.8605,0.005,0.0059,22.3,186.0,0,
729,SUP-00730,"Li, Craig and Drake",PK,thread,0.9754,0.0344,0.001,10.2,66.0,0,
904,SUP-00905,Adkins LLC,CN,dye_chemicals,0.8865,0.0285,0.0422,19.3,87.0,1,
266,SUP-00267,Valentine-Holland,Bangladesh,buttons,0.8641,0.0032,0.0305,13.1,14.0,0,see email
662,SUP-00663,"Brown, Mcknight and Michael",Pakistan,fabric,0.907,0.0286,,15.9,116.0,0,
103,SUP-00104,"Tran, Jordan and Williams",Indonesia,zippers,95.8%,0.0159,0.0195,12.4,132.0,0,
345,SUP-00346,Zhang PLC,Indonesia,ZIPPERS,0.9757,0.0238,0.0298,9.7,108.0,0,
591,SUP-00592,"Harvey, Randall and Hernandez",Sri Lanka,packaging,0.8148,0.0791,0.0805,17.9,114.0,1,
560,SUP-00561,"Rodriguez, Allen and Martinez",Sri  Lanka,fabric,0.9092,0.0,0.0126,,134.0,0,
757,SUP-00758,Lopez-Willis,China,fabric,0.9264,0.0237,0.0112,12.4,72.0,0,
981,SUP-00982,Davis LLC,Pakistan,thread,0.7035,0.0605,0.0396,  28.8  ,42.0,1,
232,SUP-00233,"Clark, Guerrero and Moore",Vietnam,trims,0.9175,0.0254,0.0076,23.0,113.0,0,
827,SUP-00828,Powers LLC,Pakistan,zipers,99.9%,0.0345,0.0169,3.0,,0,
874,SUP-00875,Smith-Noble,P.R. China,FABRIC,90.5%,0.0325,0.0436,13.9,133.0,0,
293,SUP-00294,Good-Hodges,Bangladesh,zippers,0.8397,0.0696,,  19.9  ,194.0,1,
980,SUP-00981,Orr Group,Vietnam,buttons,92.3%,0.0253,,  17.9  ,62.0,0,
66,SUP-00067,Williams PLC,Vietnam,trim,0.7024,0.0618,0.0545,  27.8  ,94.0,1,re-check qty
84,SUP-00085,"Evans, Stewart and Walton",Indonesia,Thread,0.9013,0.0293,0.0254,13.4,166.0,1,
863,SUP-00864,Schultz Inc,VN,Thread,0.7982,0.0412,0.0913,17.6,88.0,1,
933,SUP-00934,Williams Inc,Vietnam,packaging,0.8532,0.0539,0.028,  19.2  ,111.0,0,
31,SUP-00032,Carlson-Cruz,Vietnam,fabric,0.8467,0.0342,,8.1,94.0,0,
699,SUP-00700,"Ramsey, Hansen and Mendoza",BANGLADESH,zipers,0.9263,0.038,0.0033,10.2,74.0,0,
858,SUP-00859,Sellers-Riddle,Srilanka,buttons,0.792,0.041,0.0399,15.0,-59.0,1,
60,SUP-00061,"Brown, Valdez and Lucas",Pakistan,dye_chemicals,93.8%,0.013,,7.3,145.0,0,
505,SUP-00506,Morrison-Short,China,zippers,82.2%,0.0324,0.0155,7.7,157.0,0,
539,SUP-00540,Humphrey PLC,China,ZIPPERS,0.6915,0.059,0.0548,23.8,20.0,1,
98,SUP-00099,Williams-Cook,Sri  Lanka,trims,0.8343,0.0153,0.0142,16.9,156.0,0,
437,SUP-00438,"Williams, Mccoy and Cook",Vietnam,TRIMS,0.8226,0.0492,0.0368,23.7,143.0,1,
598,SUP-00599,Hoffman Ltd,Vietnam,fabric,0.8781,0.0185,0.0262,22.0,49.0,0,
945,SUP-00946,"Mueller, Stevenson and Sanchez",Bangladesh,thread,0.9235,0.018,,11.7,99.0,0,
80,SUP-00081,"Sanchez, Wheeler and Harvey",Pakistan,fabric,0.9364,0.0351,0.0,6.1,78.0,0,
822,SUP-00823,Wilson-Lambert,Vietnam,zippers,0.8251,0.0772,0.0274,17.4,205.0,1,
8,SUP-00009,Garcia-James,Sri Lanka,fabric,0.9034,0.0253,,12.0,130.0,0,
70,SUP-00071,Gray Group,Bangladesh,buttons,0.9451,0.0784,0.031,9.8,89.0,0,
759,SUP-00760,Marquez Inc,Pakistan,fabric,0.8213,0.0579,0.0406,26.2,90.0,1,
717,SUP-00718,Jackson-Cortez,pakistan,thread,0.8477,0.0431,0.0584,24.8,135.0,1,
381,SUP-00382,Bruce-Villegas,India,dye_chemicals,0.8345,0.047546808250926234,0.055344049113488926,20.4,169.0,1,
922,SUP-00923,Parker Ltd,Indonesia,fabric,0.954,0.0274,0.0004,15.2,55.0,0,
156,SUP-00157,"Mitchell, Nelson and Flores",Bangladesh,zippers ,0.8824,0.0485,0.0357,19.2,86.0,0,
113,SUP-00114,Gonzalez Group,China,dye_chemicals,0.921,0.015,0.0284,13.9,126.0,0,
929,SUP-00930,"Proctor, Burton and Crawford",China,packaging,0.9446,0.0205,0.0111,10.6,125.0,0,
865,SUP-00866,Gibson-Freeman,Indonesia,buttons,0.8734,0.0292,,11.5,81.0,0,n/a
302,SUP-00303,Santana-Byrd,CHINA,trims,0.7982,0.0402,0.0469,28.3,43.0,1,
988,SUP-00989,Mendez PLC,Pakistan,trims,0.7177,0.0751,0.0677,28.7,122.0,1,
488,SUP-00489,King-Smith,CN,fabric,0.7824,0.0682,0.0545,20.2,35.0,1,
219,SUP-00220,Terry-Martinez,Indonesai,trims,86.9%,0.0483,0.0338,19.1,88.0,1,
899,SUP-00900,Wright Ltd,Vietnam,zippers,0.9328,0.0471,0.0381,12.0,,0,
978,SUP-00979,Aguilar LLC,China,fabric,0.8969,0.0429,0.0492,11.0,99.0,0,
519,SUP-00520,"Richardson, Edwards and Ramirez",VIETNAM,Trims,0.8769,0.0541,0.0248,13.6,165.0,1,
916,SUP-00917,Miller-Mccall,Bangladesh,packaging,0.894,0.0532,0.0363,19.4,74.0,1,
110,SUP-00111,Patton-Jenkins,Sri  Lanka,packageing,0.9798,0.0418,,17.7,109.0,0,
490,SUP-00491,"Fuller, Ingram and Moss",China,fabric,0.9103,0.0138,0.0027,16.5,,0,
773,SUP-00774,Fisher-Washington,Indonesia,zipers,0.9235,0.0446,0.0509,25.3,109.0,1,
363,SUP-00364,"Kelley, Nguyen and Vang",Pakistan,dye_chemicals,0.8269,,0.0006,,89.0,0,
391,SUP-00392,Ware and Sons,Pakistan,thread,0.8871,0.0619,0.0316,15.4,87.0,1,
466,SUP-00467,Davis-Lozano,China,BUTTONS,0.8841,0.0269,0.0063,19.4,187.0,0,re-check qty
800,SUP-00801,Garcia and Sons,Pakistan,dye_chemicals,0.8004,0.0662,0.0546,16.4,99.0,1,
866,SUP-00867,"Smith, Schroeder and Oconnor",Bangladesh,trims,0.9487,0.027066263430195428,0.007478975497642682,  9.5  ,142.0,0,
862,SUP-00863,Burton-Brooks,Indonesia,trims,0.9296,0.0293,0.0,13.7,111.0,0,
931,SUP-00932,Moore-Ayala,India,zippers,0.8615,0.05,0.0534,24.3,96.0,1,
869,SUP-00870,Donaldson and Sons,Bangladesh,zippers,0.9821,0.068,0.0377,18.7,151.0,0,urgent
546,SUP-00547,"Ferguson, Shaw and Jackson",Vietnam,dyechemicals,0.9194,0.0333,0.0479,17.8,50.0,0,
304,SUP-00305,"Evans, Hayden and Vaughn",Indonesia,dye_chemicals,0.8189,0.0854,0.0567,24.3,114.0,1,
969,SUP-00970,"Terry, Williams and Huff",Sri Lanka,zippers,90.8%,0.0374,0.0323,18.5,85.0,0,
317,SUP-00318,Burgess-Thompson,Sri Lanka,trims,0.8015,0.0929,,14.2,118.0,1,
864,SUP-00865,Robertson-Ramirez,Vietnam,TRIMS,0.8408,0.0268,0.0725,17.5,123.0,1,
901,SUP-00902,"Griffith, Mitchell and Pugh",Sri Lanka,trim,0.9465,0.0078,0.0027,16.6,121.0,0,
857,SUP-00858,"Ochoa, Taylor and Brady",Bangla Desh,febric,0.7391,0.0599,0.0608,13.6,78.0,1,
105,SUP-00106,Nolan and Sons,Vietnam, packaging,85.3%,0.0435,0.0,18.6,5.0,0,
508,SUP-00509,Jackson-Wallace,China,thread,0.8173,0.0755,0.0603,18.9,5.0,1,
563,SUP-00564,Wright-Grimes,INDONESIA,DYE-CHEMICALS,0.7973,0.074,0.0514,  23.0  ,95.0,1,
262,SUP-00263,Martinez-Dudley,India,PACKAGING,0.7507,0.0719,0.0385,  21.6  ,,1,
141,SUP-00142,Riggs PLC,Indonesia,trims,0.9354,0.035,0.0431,15.2,102.0,0,
580,SUP-00581,"Cook, Wells and Bryant",India,fabric ,0.9775,0.0141,0.0089,12.3,105.0,0,
631,SUP-00632,"Mcdonald, Lee and Rodriguez",Vietnam,zippers,0.8269,0.0323,,11.9,160.0,1,
283,SUP-00284,"Sanford, Rivera and Garcia",Bangladesh,dye_chemicals,0.9978,0.0356,0.036,12.4,119.0,0,
177,SUP-00178,Walker-Jones,SRI LANKA,Fabric,0.8086,0.04,0.0548,,44.0,0,
377,SUP-00378,Bell-Lane,Viet Nam,thread,,0.0262,0.05,10.7,53.0,0,phone confirmed
428,SUP-00429,Gilbert PLC,Bangladesh,fabric,0.8207,0.0467,0.0545,15.8,122.0,0,
680,SUP-00681,Morales and Sons,Sri Lanka,packaging,0.9756,0.0236,0.023,14.9,145.0,0,
42,SUP-00043,Rodriguez LLC, India ,dyechemicals,0.9281,0.0432,0.0,8.4,47.0,0,n/a
714,SUP-00715,"Pena, Cohen and Scott",Indonesai,buttons,0.8228,0.0421,0.0332,23.4,116.0,0,
91,SUP-00092,"Smith, Montoya and Evans",Indonesia,fabric,0.8125,0.0315,0.0574,12.5,18.0,0,
50,SUP-00051,"Brooks, Lam and Hayes",Indonesia, trims,0.9108,0.0859,0.0513,21.8,136.0,1,
426,SUP-00427,Johnson-Wood,BANGLADESH,buttons,0.8496,0.0212,0.0375,19.2,174.0,0,
296,SUP-00297,Howard-Jordan,India,buttons,0.9426,0.0314,,16.1,117.0,0,
75,SUP-00076,"Daniels, Adkins and Brown",Vietnam,THREAD,0.8251,0.0921,0.0581,23.2,85.0,1,phone confirmed
62,SUP-00063,Wright and Sons,Pakisthan,Fabric,0.9227,,0.022,10.1,148.0,0,
818,SUP-00819,Smith-Lewis,Bangla Desh,buton,0.8918,0.033,0.023,17.3,160.0,0,urgent
455,SUP-00456,Diaz-Ball,Pakistan,trims,89.2%,0.043,0.0257,25.0,87.0,0,
617,SUP-00618,Love-Garcia,Sri Lanka,fabric,0.8537,0.0542,0.0344,13.8,162.0,1,
590,SUP-00591,"Williams, Castillo and Warren",Vietnam,packaging,0.9772,0.0347,0.0419,5.6,122.0,0,
683,SUP-00684,"Flores, Harper and Chambers",Sri Lanka,thread,0.999,0.0015,0.0194,10.0,149.0,0,
54,SUP-00055,Jones Inc,India,buton,0.8105,,,19.8,88.0,1,
738,SUP-00739,Walsh Ltd,INDONESIA,thread,85.1%,0.0343,0.0161,9.1,139.0,0,
135,SUP-00136,"Lawson, Morris and Ramos", India , buttons,0.758,0.0205,0.0555,16.9,154.0,1,
160,SUP-00161,Brown-Wall,Indonesia,trims,0.8538,0.0449,0.0198,14.5,205.0,0,
236,SUP-00237,Warner-Gibson,Indonesia,dye_chemicals,0.8399,0.0466,0.0266,16.5,110.0,0,
289,SUP-00290,"James, Stewart and Higgins",Bangladesh,dye_chemicals,0.8787,0.0388,0.0382,12.0,,1,
69,SUP-00070,Hancock Inc,Bangladesh,trims,,0.033,0.0177,16.6,87.0,0,
238,SUP-00239,"Guerrero, Peck and Coleman",Indonesia,fabric,0.9124,0.0365,0.0113,9.6,119.0,1,
805,SUP-00806,Perry-Nixon,China, trims,0.8988,0.0094,0.0014,11.2,120.0,0,
173,SUP-00174,Lewis-Murphy,Pakistan,dye_chemicals,0.8322,0.0189,0.0212,11.1,112.0,0,
740,SUP-00741,"Mueller, Knight and Hodge",Pakistan,zippers,0.6327,0.0921,0.0812,34.8,63.0,0,
643,SUP-00644,"Young, Contreras and Marshall",P.R. China,buttons,91.1%,0.0374,0.0046,14.2,204.0,0,
396,SUP-00397,Gregory-Watkins,Pakistan,packaging,0.8931,0.0541,0.0445,,76.0,1,
137,SUP-00138,"Jackson, Miller and Robertson",Sri  Lanka,packaging,89.2%,0.0213,0.0284,15.2,175.0,0,
513,SUP-00514,Cisneros and Sons,Sri Lanka,thread,0.8892,0.0166,0.0176,15.2,189.0,0,
64,SUP-00065,Baxter Inc,Bangladesh,zippers,0.8908,0.0345,0.0,10.1,,0,
731,SUP-00732,"Hernandez, Lee and Fox",BD,fabric,0.8552,,0.0394,23.1,108.0,0,
200,SUP-00201,"Barnett, Rogers and Snyder",PAKISTAN,packaging,0.9199,0.0311,0.0296,19.1,29.0,0,
511,SUP-00512,"Whitney, Gould and Jones",Vietnam,Trims,0.9585,0.0246,0.0217,15.7,107.0,0,
477,SUP-00478,"Bentley, Lynch and Henderson",Vietnam,trims,0.7944,0.0759,0.0439,18.4,139.0,1,
350,SUP-00351,Fernandez and Sons,Pakistan,trims,0.8724,0.0066,,14.0,137.0,0,
187,SUP-00188,Vargas Ltd,Bangladesh,zippers,0.8962,0.0355,0.0166,12.9,78.0,1,
429,SUP-00430,Ford-Spencer,Bangladesh,zippers,0.9542,0.0275,,8.1,94.0,0,re-check qty
222,SUP-00223,Sheppard LLC,Sri Lanka,fabric,0.7884,0.0439,0.0733,25.1,39.0,1,
646,SUP-00647,Richardson-Walker,Bangladesh, fabric,90.9%,0.0267,0.0102,16.2,98.0,1,
732,SUP-00733,Adams-Sanders,INDONESIA,buttons,0.9575,0.043,0.0142,11.6,101.0,0,
846,SUP-00847,"Alexander, Robinson and Coleman",India,thread,0.8641,0.034,0.0388,13.3,104.0,0,
231,SUP-00232,"Choi, Garcia and Farmer",Bangladesh,dye_chemicals,0.8686,0.0228,0.0371,16.4,131.0,0,
123,SUP-00124,"Joyce, Wilson and Lam",Bangladesh,packageing,0.8491,0.0789,,17.0,82.0,1,
379,SUP-00380,Boone LLC,India,dye_chemicals,0.9452,0.0326,0.0469,15.2,103.0,0,
998,SUP-00999,"Robinson, Huang and Osborne",Indonesia,trims,0.8514,0.0162,,,91.0,0,
615,SUP-00616,Sanchez Ltd,India,zippers,0.851,0.0339,0.0499,22.0,118.0,1,
689,SUP-00690,"Flores, Butler and Hernandez",Bangladesh,dye_chemicals,0.8945,0.0205,0.0461,18.9,116.0,0,
139,SUP-00140,Chambers and Sons,VIETNAM,buton,0.9715,0.003,0.0041,14.1,116.0,0,
74,SUP-00075,Novak PLC,China, trims,0.9341,0.0,0.0,14.2,93.0,1,
273,SUP-00274,Hoover-Campbell,China,dye_chemicals,0.9842,,0.0236,  11.9  ,93.0,0,
260,SUP-00261,Wolf-Harris,Sri Lanka,fabric,0.9527,0.0336,0.0223,14.4,64.0,0,
485,SUP-00486,Jones-Fox,Pakisthan,fabric,95.5%,0.0234,0.0,8.2,,0,
856,SUP-00857,"Adams, Hodge and Duke",Sri Lanka,zippers,0.9651,0.0483,0.014,11.1,64.0,0,
571,SUP-00572,"Smith, Rodriguez and Anderson",Pakistan,Thread,0.9743,0.0342,0.0,10.1,,0,
934,SUP-00935,Williams LLC,Indonesia,zippers ,0.7571,0.0814,0.074,21.8,47.0,1,
609,SUP-00610,Blevins-Ballard,Pakistan,dye_chemicals,99.5%,,0.0135,12.2,97.0,0,
915,SUP-00916,"Herrera, Jensen and Ramirez",Vietnam,fabric ,,0.044,0.0573,17.6,86.0,0,
170,SUP-00171,Meadows PLC,Bangladesh,buton,0.9241,0.0085,0.0175,22.0,95.0,0,
905,SUP-00906,"Brown, Hurst and Blevins",pakistan,buttons,0.8306,0.0558,0.0416,13.3,94.0,0,
743,SUP-00744,"Alvarez, Williams and Jones",Bangladesh,zippers ,0.9711,0.0,0.0247,9.5,72.0,1,
669,SUP-00670,"Anderson, Dalton and Wilson",Indonesia,Thread,71.5%,0.0565,0.0714,26.1,110.0,1,
483,SUP-00484,Mendez and Sons,Pakistan,fabric,0.9183,0.0047,0.0221,7.1,71.0,0,
324,SUP-00325,"Diaz, Gibbs and Smith",Bangladesh,FABRIC,0.8866,0.0587,0.0472,13.8,85.0,1,
470,SUP-00471,Walker-Flores,PAKISTAN,BUTTONS,0.8356,0.0749,0.0634,24.9,83.0,1,
747,SUP-00748,Goodwin Ltd,Sri Lanka,packaging,0.8509,0.0331,,11.0,59.0,0,
562,SUP-00563,Dougherty-Lin,Indonesia,buttons,0.8907,,0.0,18.2,81.0,0,
525,SUP-00526,Hayes Ltd,VN,dye_chemicals,89.5%,0.0248,0.0609,  5.8  ,92.0,0,
966,SUP-00967,"Howard, Townsend and Hayes",Pakistan,trims,0.965,0.0231,0.0443,9.1,53.0,0,
344,SUP-00345,"Harper, Smith and Buchanan",Vietnam,PACKAGING,0.9341,0.0199,0.0297,12.8,62.0,0,
543,SUP-00544,Donovan-Perez,Sri Lanka,trims,0.8464,0.0171,0.0148,14.5,132.0,0,
